Pkey,Year,Quarter,Year ending,Main accommodation used,Total visitors
1247,2013,1,YEMar 2013,"  Other camping ground / holiday park (where you can stay in a tent, cabin, caravan, or campervan / motorhome)",68061
1248,2013,1,YEMar 2013,  Other,
1249,2013,1,YEMar 2013,  Private Hotel / Guesthouse,11218
1250,2013,1,YEMar 2013,  Staying with family or friends,797355
1251,2013,1,YEMar 2013,  Student residence,2333
1252,2013,1,YEMar 2013,  Unknown,
1253,2013,1,YEMar 2013,  Yacht or other boat,12976
1254,2013,1,YEMar 2013,"  Youth Hostel, YMCA, YWCA",1810
1255,2014,1,YEMar 2014,  A house you own,
1256,2014,1,YEMar 2014,  Another place where you pay to park a caravan or campervan / motorhome overnight,11373
1257,2014,1,YEMar 2014,  Backpackers,92501
1258,2014,1,YEMar 2014,  Bed and Breakfast,46085
1259,2014,1,YEMar 2014,  Camping at a National Park / Department of Conservation camping ground,16925
1260,2014,1,YEMar 2014,  Farm-stay or Home-stay,13773
1261,2014,1,YEMar 2014,"  Free camping - staying at a place that is NOT an official camp site, in a tent, caravan, campervan / motorhome",15672
1262,2014,1,YEMar 2014,  Hotel,532433
1263,2014,1,YEMar 2014,  House / flat that you paid some rent for,236247
1264,2014,1,YEMar 2014,  In a hut at a National Park / Department of Conservation area,11271
1265,2014,1,YEMar 2014,"  Luxury Accommodation, 5-star Hotel, Luxury Lodge",117723
1266,2014,1,YEMar 2014,  Marae,1815
1267,2014,1,YEMar 2014,"  Motel, Motor Inn or Serviced Apartment",379365
1268,2014,1,YEMar 2014,  NOT SURE,108462
1269,2014,1,YEMar 2014,"  Other camping ground / holiday park (where you can stay in a tent, cabin, caravan, or campervan / motorhome)",76850
1270,2014,1,YEMar 2014,  Other,
1271,2014,1,YEMar 2014,  Private Hotel / Guesthouse,21846
1272,2014,1,YEMar 2014,  Staying with family or friends,663329
1273,2014,1,YEMar 2014,  Student residence,8761
1274,2014,1,YEMar 2014,  Unknown,29716
1275,2014,1,YEMar 2014,  Yacht or other boat,8221
1276,2014,1,YEMar 2014,"  Youth Hostel, YMCA, YWCA",91358
1277,2015,1,YEMar 2015,  A house you own,1458
1278,2015,1,YEMar 2015,  Another place where you pay to park a caravan or campervan / motorhome overnight,6970
1279,2015,1,YEMar 2015,  Backpackers,82326
1280,2015,1,YEMar 2015,  Bed and Breakfast,55187
1281,2015,1,YEMar 2015,  Camping at a National Park / Department of Conservation camping ground,25822
1282,2015,1,YEMar 2015,  Farm-stay or Home-stay,18870
1283,2015,1,YEMar 2015,"  Free camping - staying at a place that is NOT an official camp site, in a tent, caravan, campervan / motorhome",5392
1284,2015,1,YEMar 2015,  Hotel,532848
1285,2015,1,YEMar 2015,  House / flat that you paid some rent for,154264
1286,2015,1,YEMar 2015,  In a hut at a National Park / Department of Conservation area,15782
1287,2015,1,YEMar 2015,"  Luxury Accommodation, 5-star Hotel, Luxury Lodge",184060
1288,2015,1,YEMar 2015,  Marae,1992
1289,2015,1,YEMar 2015,"  Motel, Motor Inn or Serviced Apartment",370925
1290,2015,1,YEMar 2015,  NOT SURE,47390
1291,2015,1,YEMar 2015,"  Other camping ground / holiday park (where you can stay in a tent, cabin, caravan, or campervan / motorhome)",105728
1292,2015,1,YEMar 2015,  Other,834
1293,2015,1,YEMar 2015,  Private Hotel / Guesthouse,24675
1294,2015,1,YEMar 2015,  Staying with family or friends,772470
1295,2015,1,YEMar 2015,  Student residence,5012
1296,2015,1,YEMar 2015,  Unknown,185185
1297,2015,1,YEMar 2015,  Yacht or other boat,1047
1298,2015,1,YEMar 2015,"  Youth Hostel, YMCA, YWCA",46653
1299,2016,1,YEMar 2016,  A house you own,38984
1300,2016,1,YEMar 2016,  Another place where you pay to park a caravan or campervan / motorhome overnight,11155
1301,2016,1,YEMar 2016,  Backpackers,96076
1302,2016,1,YEMar 2016,  Bed and Breakfast,83489
1303,2016,1,YEMar 2016,  Camping at a National Park / Department of Conservation camping ground,20209
1304,2016,1,YEMar 2016,  Farm-stay or Home-stay,20552
1305,2016,1,YEMar 2016,"  Free camping - staying at a place that is NOT an official camp site, in a tent, caravan, campervan / motorhome",18327
1306,2016,1,YEMar 2016,  Hotel,741247
1307,2016,1,YEMar 2016,  House / flat that you paid some rent for,124179
1308,2016,1,YEMar 2016,  In a hut at a National Park / Department of Conservation area,16004
1309,2016,1,YEMar 2016,"  Luxury Accommodation, 5-star Hotel, Luxury Lodge",177262
1310,2016,1,YEMar 2016,  Marae,3658
1311,2016,1,YEMar 2016,"  Motel, Motor Inn or Serviced Apartment",426214
1312,2016,1,YEMar 2016,  NOT SURE,63912
1313,2016,1,YEMar 2016,"  Other camping ground / holiday park (where you can stay in a tent, cabin, caravan, or campervan / motorhome)",102780
1314,2016,1,YEMar 2016,  Other,
1315,2016,1,YEMar 2016,  Private Hotel / Guesthouse,26730
1316,2016,1,YEMar 2016,  Staying with family or friends,845770
1317,2016,1,YEMar 2016,  Student residence,12232
1318,2016,1,YEMar 2016,  Unknown,44783
1319,2016,1,YEMar 2016,  Yacht or other boat,3995
1320,2016,1,YEMar 2016,"  Youth Hostel, YMCA, YWCA",48386
1321,2017,1,YEMar 2017,  A house you own,49945
1322,2017,1,YEMar 2017,  Another place where you pay to park a caravan or campervan / motorhome overnight,16424
1323,2017,1,YEMar 2017,  Backpackers,104263
1324,2017,1,YEMar 2017,  Bed and Breakfast,136512
1325,2017,1,YEMar 2017,  Camping at a National Park / Department of Conservation camping ground,47822
1326,2017,1,YEMar 2017,  Farm-stay or Home-stay,28869
1327,2017,1,YEMar 2017,"  Free camping - staying at a place that is NOT an official camp site, in a tent, caravan, campervan / motorhome",23286
1328,2017,1,YEMar 2017,  Hotel,780276
1329,2017,1,YEMar 2017,  House / flat that you paid some rent for,156608
1330,2017,1,YEMar 2017,  In a hut at a National Park / Department of Conservation area,9804
1331,2017,1,YEMar 2017,"  Luxury Accommodation, 5-star Hotel, Luxury Lodge",155836
1332,2017,1,YEMar 2017,  Marae,2897
1333,2017,1,YEMar 2017,"  Motel, Motor Inn or Serviced Apartment",444905
1334,2017,1,YEMar 2017,  NOT SURE,57801
1335,2017,1,YEMar 2017,"  Other camping ground / holiday park (where you can stay in a tent, cabin, caravan, or campervan / motorhome)",118563
1336,2017,1,YEMar 2017,  Other,
1337,2017,1,YEMar 2017,  Private Hotel / Guesthouse,50694
1338,2017,1,YEMar 2017,  Staying with family or friends,901857
1339,2017,1,YEMar 2017,  Student residence,8763
1340,2017,1,YEMar 2017,  Unknown,22961
1341,2017,1,YEMar 2017,  Yacht or other boat,6559
1342,2017,1,YEMar 2017,"  Youth Hostel, YMCA, YWCA",54772
1343,2018,1,YEMar 2018,  A house you own,62360
1344,2018,1,YEMar 2018,  Another place where you pay to park a caravan or campervan / motorhome overnight,15627
1345,2018,1,YEMar 2018,  Backpackers,105885
1346,2018,1,YEMar 2018,  Bed and Breakfast,119627
1347,2018,1,YEMar 2018,  Camping at a National Park / Department of Conservation camping ground,28831
1348,2018,1,YEMar 2018,  Farm-stay or Home-stay,45373
1349,2018,1,YEMar 2018,"  Free camping - staying at a place that is NOT an official camp site, in a tent, caravan, campervan / motorhome",28223
1350,2018,1,YEMar 2018,  Hotel,845449
1351,2018,1,YEMar 2018,  House / flat that you paid some rent for,240887
1352,2018,1,YEMar 2018,  In a hut at a National Park / Department of Conservation area,4324
1353,2018,1,YEMar 2018,"  Luxury Accommodation, 5-star Hotel, Luxury Lodge",190173
1354,2018,1,YEMar 2018,  Marae,
1355,2018,1,YEMar 2018,"  Motel, Motor Inn or Serviced Apartment",437360
1356,2018,1,YEMar 2018,  NOT SURE,87738
1357,2018,1,YEMar 2018,"  Other camping ground / holiday park (where you can stay in a tent, cabin, caravan, or campervan / motorhome)",122362
1358,2018,1,YEMar 2018,  Other,
1359,2018,1,YEMar 2018,  Private Hotel / Guesthouse,63899
1360,2018,1,YEMar 2018,  Staying with family or friends,869921
1361,2018,1,YEMar 2018,  Student residence,10948
1362,2018,1,YEMar 2018,  Unknown,29839
1363,2018,1,YEMar 2018,  Yacht or other boat,4593
1364,2018,1,YEMar 2018,"  Youth Hostel, YMCA, YWCA",53987
1365,1998,3,YESep 1998,  A house you own,
1366,1998,3,YESep 1998,  Another place where you pay to park a caravan or campervan / motorhome overnight,
1367,1998,3,YESep 1998,  Backpackers,99550
1368,1998,3,YESep 1998,  Bed and Breakfast,
1369,1998,3,YESep 1998,  Camping at a National Park / Department of Conservation camping ground,
1370,1998,3,YESep 1998,  Farm-stay or Home-stay,30794
1371,1998,3,YESep 1998,"  Free camping - staying at a place that is NOT an official camp site, in a tent, caravan, campervan / motorhome",1318
1372,1998,3,YESep 1998,  Hotel,525253
1373,1998,3,YESep 1998,  House / flat that you paid some rent for,10000
1374,1998,3,YESep 1998,  In a hut at a National Park / Department of Conservation area,6206
1375,1998,3,YESep 1998,"  Luxury Accommodation, 5-star Hotel, Luxury Lodge",13064
1376,1998,3,YESep 1998,  Marae,
1377,1998,3,YESep 1998,"  Motel, Motor Inn or Serviced Apartment",209250
1378,1998,3,YESep 1998,  NOT SURE,15646
1379,1998,3,YESep 1998,"  Other camping ground / holiday park (where you can stay in a tent, cabin, caravan, or campervan / motorhome)",60725
1380,1998,3,YESep 1998,  Other,
1381,1998,3,YESep 1998,  Private Hotel / Guesthouse,
1382,1998,3,YESep 1998,  Staying with family or friends,316194
1383,1998,3,YESep 1998,  Student residence,13252
1384,1998,3,YESep 1998,  Unknown,
1385,1998,3,YESep 1998,  Yacht or other boat,4114
1386,1998,3,YESep 1998,"  Youth Hostel, YMCA, YWCA",
1387,1999,3,YESep 1999,  A house you own,
1388,1999,3,YESep 1999,  Another place where you pay to park a caravan or campervan / motorhome overnight,
1389,1999,3,YESep 1999,  Backpackers,90161
1390,1999,3,YESep 1999,  Bed and Breakfast,
1391,1999,3,YESep 1999,  Camping at a National Park / Department of Conservation camping ground,
1392,1999,3,YESep 1999,  Farm-stay or Home-stay,41317
1393,1999,3,YESep 1999,"  Free camping - staying at a place that is NOT an official camp site, in a tent, caravan, campervan / motorhome",5560
1394,1999,3,YESep 1999,  Hotel,588998
1395,1999,3,YESep 1999,  House / flat that you paid some rent for,9641
1396,1999,3,YESep 1999,  In a hut at a National Park / Department of Conservation area,5196
1397,1999,3,YESep 1999,"  Luxury Accommodation, 5-star Hotel, Luxury Lodge",13008
1398,1999,3,YESep 1999,  Marae,
1399,1999,3,YESep 1999,"  Motel, Motor Inn or Serviced Apartment",184327
1400,1999,3,YESep 1999,  NOT SURE,17992
1401,1999,3,YESep 1999,"  Other camping ground / holiday park (where you can stay in a tent, cabin, caravan, or campervan / motorhome)",57987
1402,1999,3,YESep 1999,  Other,
1403,1999,3,YESep 1999,  Private Hotel / Guesthouse,
1404,1999,3,YESep 1999,  Staying with family or friends,351189
1405,1999,3,YESep 1999,  Student residence,13507
1406,1999,3,YESep 1999,  Unknown,
1407,1999,3,YESep 1999,  Yacht or other boat,13765
1408,1999,3,YESep 1999,"  Youth Hostel, YMCA, YWCA",
1409,2000,3,YESep 2000,  A house you own,
1410,2000,3,YESep 2000,  Another place where you pay to park a caravan or campervan / motorhome overnight,
1411,2000,3,YESep 2000,  Backpackers,112445
1412,2000,3,YESep 2000,  Bed and Breakfast,
1413,2000,3,YESep 2000,  Camping at a National Park / Department of Conservation camping ground,
1414,2000,3,YESep 2000,  Farm-stay or Home-stay,40186
1415,2000,3,YESep 2000,"  Free camping - staying at a place that is NOT an official camp site, in a tent, caravan, campervan / motorhome",4692
1416,2000,3,YESep 2000,  Hotel,674301
1417,2000,3,YESep 2000,  House / flat that you paid some rent for,14874
1418,2000,3,YESep 2000,  In a hut at a National Park / Department of Conservation area,6754
1419,2000,3,YESep 2000,"  Luxury Accommodation, 5-star Hotel, Luxury Lodge",19921
1420,2000,3,YESep 2000,  Marae,
1421,2000,3,YESep 2000,"  Motel, Motor Inn or Serviced Apartment",189154
1422,2000,3,YESep 2000,  NOT SURE,11129
1423,2000,3,YESep 2000,"  Other camping ground / holiday park (where you can stay in a tent, cabin, caravan, or campervan / motorhome)",72795
1424,2000,3,YESep 2000,  Other,
1425,2000,3,YESep 2000,  Private Hotel / Guesthouse,
1426,2000,3,YESep 2000,  Staying with family or friends,343468
1427,2000,3,YESep 2000,  Student residence,15984
1428,2000,3,YESep 2000,  Unknown,
1429,2000,3,YESep 2000,  Yacht or other boat,11671
1430,2000,3,YESep 2000,"  Youth Hostel, YMCA, YWCA",
1431,2001,3,YESep 2001,  A house you own,
1432,2001,3,YESep 2001,  Another place where you pay to park a caravan or campervan / motorhome overnight,
1433,2001,3,YESep 2001,  Backpackers,125836
1434,2001,3,YESep 2001,  Bed and Breakfast,
1435,2001,3,YESep 2001,  Camping at a National Park / Department of Conservation camping ground,
1436,2001,3,YESep 2001,  Farm-stay or Home-stay,57249
1437,2001,3,YESep 2001,"  Free camping - staying at a place that is NOT an official camp site, in a tent, caravan, campervan / motorhome",4094
1438,2001,3,YESep 2001,  Hotel,712969
1439,2001,3,YESep 2001,  House / flat that you paid some rent for,21026
1440,2001,3,YESep 2001,  In a hut at a National Park / Department of Conservation area,5002
1441,2001,3,YESep 2001,"  Luxury Accommodation, 5-star Hotel, Luxury Lodge",20468
1442,2001,3,YESep 2001,  Marae,
1443,2001,3,YESep 2001,"  Motel, Motor Inn or Serviced Apartment",215439
1444,2001,3,YESep 2001,  NOT SURE,10200
1445,2001,3,YESep 2001,"  Other camping ground / holiday park (where you can stay in a tent, cabin, caravan, or campervan / motorhome)",78363
1446,2001,3,YESep 2001,  Other,
1447,2001,3,YESep 2001,  Private Hotel / Guesthouse,
1448,2001,3,YESep 2001,  Staying with family or friends,387947
1449,2001,3,YESep 2001,  Student residence,20454
1450,2001,3,YESep 2001,  Unknown,
1451,2001,3,YESep 2001,  Yacht or other boat,9402
1452,2001,3,YESep 2001,"  Youth Hostel, YMCA, YWCA",
1453,2002,3,YESep 2002,  A house you own,
1454,2002,3,YESep 2002,  Another place where you pay to park a caravan or campervan / motorhome overnight,
1455,2002,3,YESep 2002,  Backpackers,125110
1456,2002,3,YESep 2002,  Bed and Breakfast,
1457,2002,3,YESep 2002,  Camping at a National Park / Department of Conservation camping ground,
1458,2002,3,YESep 2002,  Farm-stay or Home-stay,46821
1459,2002,3,YESep 2002,"  Free camping - staying at a place that is NOT an official camp site, in a tent, caravan, campervan / motorhome",6040
1460,2002,3,YESep 2002,  Hotel,729538
1461,2002,3,YESep 2002,  House / flat that you paid some rent for,22242
1462,2002,3,YESep 2002,  In a hut at a National Park / Department of Conservation area,6669
1463,2002,3,YESep 2002,"  Luxury Accommodation, 5-star Hotel, Luxury Lodge",19941
1464,2002,3,YESep 2002,  Marae,
1465,2002,3,YESep 2002,"  Motel, Motor Inn or Serviced Apartment",225595
1466,2002,3,YESep 2002,  NOT SURE,13244
1467,2002,3,YESep 2002,"  Other camping ground / holiday park (where you can stay in a tent, cabin, caravan, or campervan / motorhome)",58270
1468,2002,3,YESep 2002,  Other,
1469,2002,3,YESep 2002,  Private Hotel / Guesthouse,
1470,2002,3,YESep 2002,  Staying with family or friends,385533
1471,2002,3,YESep 2002,  Student residence,15850
1472,2002,3,YESep 2002,  Unknown,
1473,2002,3,YESep 2002,  Yacht or other boat,17258
1474,2002,3,YESep 2002,"  Youth Hostel, YMCA, YWCA",
1475,2003,3,YESep 2003,  A house you own,
1476,2003,3,YESep 2003,  Another place where you pay to park a caravan or campervan / motorhome overnight,
1477,2003,3,YESep 2003,  Backpackers,159370
1478,2003,3,YESep 2003,  Bed and Breakfast,
1479,2003,3,YESep 2003,  Camping at a National Park / Department of Conservation camping ground,
1480,2003,3,YESep 2003,  Farm-stay or Home-stay,54527
1481,2003,3,YESep 2003,"  Free camping - staying at a place that is NOT an official camp site, in a tent, caravan, campervan / motorhome",4640
1482,2003,3,YESep 2003,  Hotel,666742
1483,2003,3,YESep 2003,  House / flat that you paid some rent for,25557
1484,2003,3,YESep 2003,  In a hut at a National Park / Department of Conservation area,8689
1485,2003,3,YESep 2003,"  Luxury Accommodation, 5-star Hotel, Luxury Lodge",21715
1486,2003,3,YESep 2003,  Marae,
1487,2003,3,YESep 2003,"  Motel, Motor Inn or Serviced Apartment",229581
1488,2003,3,YESep 2003,  NOT SURE,19636
1489,2003,3,YESep 2003,"  Other camping ground / holiday park (where you can stay in a tent, cabin, caravan, or campervan / motorhome)",97689
1490,2003,3,YESep 2003,  Other,
1491,2003,3,YESep 2003,  Private Hotel / Guesthouse,
1492,2003,3,YESep 2003,  Staying with family or friends,478937
1493,2003,3,YESep 2003,  Student residence,23527
1494,2003,3,YESep 2003,  Unknown,
1495,2003,3,YESep 2003,  Yacht or other boat,15606
1496,2003,3,YESep 2003,"  Youth Hostel, YMCA, YWCA",
1497,2004,3,YESep 2004,  A house you own,
1498,2004,3,YESep 2004,  Another place where you pay to park a caravan or campervan / motorhome overnight,
1499,2004,3,YESep 2004,  Backpackers,191255
1500,2004,3,YESep 2004,  Bed and Breakfast,3963
1501,2004,3,YESep 2004,  Camping at a National Park / Department of Conservation camping ground,
1502,2004,3,YESep 2004,  Farm-stay or Home-stay,52686
1503,2004,3,YESep 2004,"  Free camping - staying at a place that is NOT an official camp site, in a tent, caravan, campervan / motorhome",3755
1504,2004,3,YESep 2004,  Hotel,755836
1505,2004,3,YESep 2004,  House / flat that you paid some rent for,30193
1506,2004,3,YESep 2004,  In a hut at a National Park / Department of Conservation area,8711
1507,2004,3,YESep 2004,"  Luxury Accommodation, 5-star Hotel, Luxury Lodge",20733
1508,2004,3,YESep 2004,  Marae,
1509,2004,3,YESep 2004,"  Motel, Motor Inn or Serviced Apartment",270101
1510,2004,3,YESep 2004,  NOT SURE,27370
1511,2004,3,YESep 2004,"  Other camping ground / holiday park (where you can stay in a tent, cabin, caravan, or campervan / motorhome)",77062
1512,2004,3,YESep 2004,  Other,
1513,2004,3,YESep 2004,  Private Hotel / Guesthouse,1785
1514,2004,3,YESep 2004,  Staying with family or friends,583177
1515,2004,3,YESep 2004,  Student residence,8722
1516,2004,3,YESep 2004,  Unknown,
1517,2004,3,YESep 2004,  Yacht or other boat,11738
1518,2004,3,YESep 2004,"  Youth Hostel, YMCA, YWCA",
1519,2005,3,YESep 2005,  A house you own,
1520,2005,3,YESep 2005,  Another place where you pay to park a caravan or campervan / motorhome overnight,
1521,2005,3,YESep 2005,  Backpackers,173594
1522,2005,3,YESep 2005,  Bed and Breakfast,40587
1523,2005,3,YESep 2005,  Camping at a National Park / Department of Conservation camping ground,1533
1524,2005,3,YESep 2005,  Farm-stay or Home-stay,24112
1525,2005,3,YESep 2005,"  Free camping - staying at a place that is NOT an official camp site, in a tent, caravan, campervan / motorhome",9193
1526,2005,3,YESep 2005,  Hotel,769486
1527,2005,3,YESep 2005,  House / flat that you paid some rent for,27937
1528,2005,3,YESep 2005,  In a hut at a National Park / Department of Conservation area,8652
1529,2005,3,YESep 2005,"  Luxury Accommodation, 5-star Hotel, Luxury Lodge",36224
1530,2005,3,YESep 2005,  Marae,923
1531,2005,3,YESep 2005,"  Motel, Motor Inn or Serviced Apartment",295146
1532,2005,3,YESep 2005,  NOT SURE,46366
1533,2005,3,YESep 2005,"  Other camping ground / holiday park (where you can stay in a tent, cabin, caravan, or campervan / motorhome)",82943
1534,2005,3,YESep 2005,  Other,
1535,2005,3,YESep 2005,  Private Hotel / Guesthouse,8530
1536,2005,3,YESep 2005,  Staying with family or friends,595252
1537,2005,3,YESep 2005,  Student residence,1453
1538,2005,3,YESep 2005,  Unknown,
1539,2005,3,YESep 2005,  Yacht or other boat,19091
1540,2005,3,YESep 2005,"  Youth Hostel, YMCA, YWCA",1024
1541,2006,3,YESep 2006,  A house you own,
1542,2006,3,YESep 2006,  Another place where you pay to park a caravan or campervan / motorhome overnight,
1543,2006,3,YESep 2006,  Backpackers,160893
1544,2006,3,YESep 2006,  Bed and Breakfast,49108
1545,2006,3,YESep 2006,  Camping at a National Park / Department of Conservation camping ground,2600
1546,2006,3,YESep 2006,  Farm-stay or Home-stay,18486
1547,2006,3,YESep 2006,"  Free camping - staying at a place that is NOT an official camp site, in a tent, caravan, campervan / motorhome",9662
1548,2006,3,YESep 2006,  Hotel,732575
1549,2006,3,YESep 2006,  House / flat that you paid some rent for,32236
1550,2006,3,YESep 2006,  In a hut at a National Park / Department of Conservation area,5225
1551,2006,3,YESep 2006,"  Luxury Accommodation, 5-star Hotel, Luxury Lodge",28875
1552,2006,3,YESep 2006,  Marae,1312
1553,2006,3,YESep 2006,"  Motel, Motor Inn or Serviced Apartment",323794
1554,2006,3,YESep 2006,  NOT SURE,36192
1555,2006,3,YESep 2006,"  Other camping ground / holiday park (where you can stay in a tent, cabin, caravan, or campervan / motorhome)",87431
1556,2006,3,YESep 2006,  Other,
1557,2006,3,YESep 2006,  Private Hotel / Guesthouse,11648
1558,2006,3,YESep 2006,  Staying with family or friends,591077
1559,2006,3,YESep 2006,  Student residence,3591
1560,2006,3,YESep 2006,  Unknown,
1561,2006,3,YESep 2006,  Yacht or other boat,16819
1562,2006,3,YESep 2006,"  Youth Hostel, YMCA, YWCA",1366
1563,2007,3,YESep 2007,  A house you own,
1564,2007,3,YESep 2007,  Another place where you pay to park a caravan or campervan / motorhome overnight,
1565,2007,3,YESep 2007,  Backpackers,164786
1566,2007,3,YESep 2007,  Bed and Breakfast,39630
1567,2007,3,YESep 2007,  Camping at a National Park / Department of Conservation camping ground,2721
1568,2007,3,YESep 2007,  Farm-stay or Home-stay,15624
1569,2007,3,YESep 2007,"  Free camping - staying at a place that is NOT an official camp site, in a tent, caravan, campervan / motorhome",12138
1570,2007,3,YESep 2007,  Hotel,787946
1571,2007,3,YESep 2007,  House / flat that you paid some rent for,34789
1572,2007,3,YESep 2007,  In a hut at a National Park / Department of Conservation area,13330
1573,2007,3,YESep 2007,"  Luxury Accommodation, 5-star Hotel, Luxury Lodge",25810
1574,2007,3,YESep 2007,  Marae,1672
1575,2007,3,YESep 2007,"  Motel, Motor Inn or Serviced Apartment",279996
1576,2007,3,YESep 2007,  NOT SURE,38573
1577,2007,3,YESep 2007,"  Other camping ground / holiday park (where you can stay in a tent, cabin, caravan, or campervan / motorhome)",85235
1578,2007,3,YESep 2007,  Other,
1579,2007,3,YESep 2007,  Private Hotel / Guesthouse,6326
1580,2007,3,YESep 2007,  Staying with family or friends,661621
1581,2007,3,YESep 2007,  Student residence,4673
1582,2007,3,YESep 2007,  Unknown,
1583,2007,3,YESep 2007,  Yacht or other boat,31638
1584,2007,3,YESep 2007,"  Youth Hostel, YMCA, YWCA",263
1585,2008,3,YESep 2008,  A house you own,
1586,2008,3,YESep 2008,  Another place where you pay to park a caravan or campervan / motorhome overnight,
1587,2008,3,YESep 2008,  Backpackers,145098
1588,2008,3,YESep 2008,  Bed and Breakfast,46615
1589,2008,3,YESep 2008,  Camping at a National Park / Department of Conservation camping ground,7755
1590,2008,3,YESep 2008,  Farm-stay or Home-stay,14213
1591,2008,3,YESep 2008,"  Free camping - staying at a place that is NOT an official camp site, in a tent, caravan, campervan / motorhome",10783
1592,2008,3,YESep 2008,  Hotel,729222
1593,2008,3,YESep 2008,  House / flat that you paid some rent for,29377
1594,2008,3,YESep 2008,  In a hut at a National Park / Department of Conservation area,8241
1595,2008,3,YESep 2008,"  Luxury Accommodation, 5-star Hotel, Luxury Lodge",30404
1596,2008,3,YESep 2008,  Marae,3956
1597,2008,3,YESep 2008,"  Motel, Motor Inn or Serviced Apartment",320376
1598,2008,3,YESep 2008,  NOT SURE,31424
1599,2008,3,YESep 2008,"  Other camping ground / holiday park (where you can stay in a tent, cabin, caravan, or campervan / motorhome)",85629
1600,2008,3,YESep 2008,  Other,
1601,2008,3,YESep 2008,  Private Hotel / Guesthouse,13402
1602,2008,3,YESep 2008,  Staying with family or friends,662097
1603,2008,3,YESep 2008,  Student residence,5191
1604,2008,3,YESep 2008,  Unknown,
1605,2008,3,YESep 2008,  Yacht or other boat,40371
1606,2008,3,YESep 2008,"  Youth Hostel, YMCA, YWCA",4575
1607,2009,3,YESep 2009,  A house you own,
1608,2009,3,YESep 2009,  Another place where you pay to park a caravan or campervan / motorhome overnight,
1609,2009,3,YESep 2009,  Backpackers,157548
1610,2009,3,YESep 2009,  Bed and Breakfast,28590
1611,2009,3,YESep 2009,  Camping at a National Park / Department of Conservation camping ground,5235
1612,2009,3,YESep 2009,  Farm-stay or Home-stay,12148
1613,2009,3,YESep 2009,"  Free camping - staying at a place that is NOT an official camp site, in a tent, caravan, campervan / motorhome",15919
1614,2009,3,YESep 2009,  Hotel,679942
1615,2009,3,YESep 2009,  House / flat that you paid some rent for,39640
1616,2009,3,YESep 2009,  In a hut at a National Park / Department of Conservation area,12209
1617,2009,3,YESep 2009,"  Luxury Accommodation, 5-star Hotel, Luxury Lodge",37611
1618,2009,3,YESep 2009,  Marae,4702
1619,2009,3,YESep 2009,"  Motel, Motor Inn or Serviced Apartment",267335
1620,2009,3,YESep 2009,  NOT SURE,39935
1621,2009,3,YESep 2009,"  Other camping ground / holiday park (where you can stay in a tent, cabin, caravan, or campervan / motorhome)",79342
1622,2009,3,YESep 2009,  Other,
1623,2009,3,YESep 2009,  Private Hotel / Guesthouse,8991
1624,2009,3,YESep 2009,  Staying with family or friends,714832
1625,2009,3,YESep 2009,  Student residence,1303
1626,2009,3,YESep 2009,  Unknown,
1627,2009,3,YESep 2009,  Yacht or other boat,23195
1628,2009,3,YESep 2009,"  Youth Hostel, YMCA, YWCA",2604
1629,2010,3,YESep 2010,  A house you own,
1630,2010,3,YESep 2010,  Another place where you pay to park a caravan or campervan / motorhome overnight,
1631,2010,3,YESep 2010,  Backpackers,152211
1632,2010,3,YESep 2010,  Bed and Breakfast,34726
1633,2010,3,YESep 2010,  Camping at a National Park / Department of Conservation camping ground,8049
1634,2010,3,YESep 2010,  Farm-stay or Home-stay,12226
1635,2010,3,YESep 2010,"  Free camping - staying at a place that is NOT an official camp site, in a tent, caravan, campervan / motorhome",16905
1636,2010,3,YESep 2010,  Hotel,724055
1637,2010,3,YESep 2010,  House / flat that you paid some rent for,47726
1638,2010,3,YESep 2010,  In a hut at a National Park / Department of Conservation area,10002
1639,2010,3,YESep 2010,"  Luxury Accommodation, 5-star Hotel, Luxury Lodge",25837
1640,2010,3,YESep 2010,  Marae,1971
1641,2010,3,YESep 2010,"  Motel, Motor Inn or Serviced Apartment",278244
1642,2010,3,YESep 2010,  NOT SURE,62968
1643,2010,3,YESep 2010,"  Other camping ground / holiday park (where you can stay in a tent, cabin, caravan, or campervan / motorhome)",82257
1644,2010,3,YESep 2010,  Other,
1645,2010,3,YESep 2010,  Private Hotel / Guesthouse,11018
1646,2010,3,YESep 2010,  Staying with family or friends,727486
1647,2010,3,YESep 2010,  Student residence,5059
1648,2010,3,YESep 2010,  Unknown,
1649,2010,3,YESep 2010,  Yacht or other boat,21219
1650,2010,3,YESep 2010,"  Youth Hostel, YMCA, YWCA",2505
1651,2011,3,YESep 2011,  A house you own,
1652,2011,3,YESep 2011,  Another place where you pay to park a caravan or campervan / motorhome overnight,
1653,2011,3,YESep 2011,  Backpackers,144857
1654,2011,3,YESep 2011,  Bed and Breakfast,41702
1655,2011,3,YESep 2011,  Camping at a National Park / Department of Conservation camping ground,11722
1656,2011,3,YESep 2011,  Farm-stay or Home-stay,15556
1657,2011,3,YESep 2011,"  Free camping - staying at a place that is NOT an official camp site, in a tent, caravan, campervan / motorhome",20060
1658,2011,3,YESep 2011,  Hotel,724912
1659,2011,3,YESep 2011,  House / flat that you paid some rent for,57247
1660,2011,3,YESep 2011,  In a hut at a National Park / Department of Conservation area,12774
1661,2011,3,YESep 2011,"  Luxury Accommodation, 5-star Hotel, Luxury Lodge",32314
