Pkey,Year,Quarter,Year ending,Airport of departure,Purpose of visit,Age band,Total visitor spend,Total visitors
9928,2001,1,YEMar 2001,Christchurch,Holiday / vacation,25 - 29,141410388.3,41076
9929,2001,1,YEMar 2001,Christchurch,Holiday / vacation,30 - 34,112835592.7,32963
9930,2001,1,YEMar 2001,Christchurch,Holiday / vacation,35 - 39,83244878.06,18311
9931,2001,1,YEMar 2001,Christchurch,Holiday / vacation,40 - 44,60692193.21,15892
9932,2001,1,YEMar 2001,Christchurch,Holiday / vacation,45 - 49,97119870.67,21335
9933,2001,1,YEMar 2001,Christchurch,Holiday / vacation,50 - 54,100078608.6,22865
9934,2001,1,YEMar 2001,Christchurch,Holiday / vacation,55 - 59,87147372.45,17212
9935,2001,1,YEMar 2001,Christchurch,Holiday / vacation,60 - 64,104126753.6,16864
9936,2001,1,YEMar 2001,Christchurch,Holiday / vacation,65 - 69,155228703.2,26065
9937,2001,1,YEMar 2001,Christchurch,Holiday / vacation,70 - 74,,
9938,2001,1,YEMar 2001,Christchurch,Holiday / vacation,75 or older,,
9939,2001,1,YEMar 2001,Christchurch,Holiday / vacation,Rather not say,1751773.58,611
9940,2001,1,YEMar 2001,Christchurch,Holiday / vacation,Under 20,24502982.37,9369
9941,2001,1,YEMar 2001,Christchurch,Other,20 - 24,15397086.34,1937
9942,2001,1,YEMar 2001,Christchurch,Other,25 - 29,8983868.25,2860
9943,2001,1,YEMar 2001,Christchurch,Other,30 - 34,5382085.3,2618
9944,2001,1,YEMar 2001,Christchurch,Other,35 - 39,5028086.1,1421
9945,2001,1,YEMar 2001,Christchurch,Other,40 - 44,6378833.73,2464
9946,2001,1,YEMar 2001,Christchurch,Other,45 - 49,8234805.14,2557
9947,2001,1,YEMar 2001,Christchurch,Other,50 - 54,2486156.51,1124
9948,2001,1,YEMar 2001,Christchurch,Other,55 - 59,5554352.79,1676
9949,2001,1,YEMar 2001,Christchurch,Other,60 - 64,651146.72,401
9950,2001,1,YEMar 2001,Christchurch,Other,65 - 69,,
9951,2001,1,YEMar 2001,Christchurch,Other,70 - 74,,
9952,2001,1,YEMar 2001,Christchurch,Other,75 or older,,
9953,2001,1,YEMar 2001,Christchurch,Other,Rather not say,,
9954,2001,1,YEMar 2001,Christchurch,Other,Under 20,3118454.18,960
9955,2001,1,YEMar 2001,Christchurch,Visiting friends / relatives,20 - 24,15809520.46,2600
9956,2001,1,YEMar 2001,Christchurch,Visiting friends / relatives,25 - 29,27597095.36,4555
9957,2001,1,YEMar 2001,Christchurch,Visiting friends / relatives,30 - 34,33964741.7,5052
9958,2001,1,YEMar 2001,Christchurch,Visiting friends / relatives,35 - 39,7431422.86,2109
9959,2001,1,YEMar 2001,Christchurch,Visiting friends / relatives,40 - 44,9176892.14,2097
9960,2001,1,YEMar 2001,Christchurch,Visiting friends / relatives,45 - 49,7995511.77,3047
9961,2001,1,YEMar 2001,Christchurch,Visiting friends / relatives,50 - 54,13338889.85,4538
9962,2001,1,YEMar 2001,Christchurch,Visiting friends / relatives,55 - 59,5626549.08,2546
9963,2001,1,YEMar 2001,Christchurch,Visiting friends / relatives,60 - 64,2550003.76,771
9964,2001,1,YEMar 2001,Christchurch,Visiting friends / relatives,65 - 69,31041416.64,5082
9965,2001,1,YEMar 2001,Christchurch,Visiting friends / relatives,70 - 74,,
9966,2001,1,YEMar 2001,Christchurch,Visiting friends / relatives,75 or older,,
9967,2001,1,YEMar 2001,Christchurch,Visiting friends / relatives,Rather not say,,
9968,2001,1,YEMar 2001,Christchurch,Visiting friends / relatives,Under 20,1245601.72,346
9969,2001,1,YEMar 2001,Queenstown,Business,20 - 24,,
9970,2001,1,YEMar 2001,Queenstown,Business,25 - 29,,
9971,2001,1,YEMar 2001,Queenstown,Business,30 - 34,,
9972,2001,1,YEMar 2001,Queenstown,Business,35 - 39,,
9973,2001,1,YEMar 2001,Queenstown,Business,40 - 44,,
9974,2001,1,YEMar 2001,Queenstown,Business,45 - 49,,
9975,2001,1,YEMar 2001,Queenstown,Business,50 - 54,,
9976,2001,1,YEMar 2001,Queenstown,Business,55 - 59,,
9977,2001,1,YEMar 2001,Queenstown,Business,60 - 64,,
9978,2001,1,YEMar 2001,Queenstown,Business,65 - 69,,
9979,2001,1,YEMar 2001,Queenstown,Business,70 - 74,,
9980,2001,1,YEMar 2001,Queenstown,Business,75 or older,,
9981,2001,1,YEMar 2001,Queenstown,Business,Rather not say,,
9982,2001,1,YEMar 2001,Queenstown,Business,Under 20,,
9983,2001,1,YEMar 2001,Queenstown,Holiday / vacation,20 - 24,,
9984,2001,1,YEMar 2001,Queenstown,Holiday / vacation,25 - 29,,
9985,2001,1,YEMar 2001,Queenstown,Holiday / vacation,30 - 34,,
9986,2001,1,YEMar 2001,Queenstown,Holiday / vacation,35 - 39,,
9987,2001,1,YEMar 2001,Queenstown,Holiday / vacation,40 - 44,,
9988,2001,1,YEMar 2001,Queenstown,Holiday / vacation,45 - 49,,
9989,2001,1,YEMar 2001,Queenstown,Holiday / vacation,50 - 54,,
9990,2001,1,YEMar 2001,Queenstown,Holiday / vacation,55 - 59,,
9991,2001,1,YEMar 2001,Queenstown,Holiday / vacation,60 - 64,,
9992,2001,1,YEMar 2001,Queenstown,Holiday / vacation,65 - 69,,
9993,2001,1,YEMar 2001,Queenstown,Holiday / vacation,70 - 74,,
9994,2001,1,YEMar 2001,Queenstown,Holiday / vacation,75 or older,,
9995,2001,1,YEMar 2001,Queenstown,Holiday / vacation,Rather not say,,
9996,2001,1,YEMar 2001,Queenstown,Holiday / vacation,Under 20,,
9997,2001,1,YEMar 2001,Queenstown,Other,20 - 24,,
9998,2001,1,YEMar 2001,Queenstown,Other,25 - 29,,
9999,2001,1,YEMar 2001,Queenstown,Other,30 - 34,,
10000,2001,1,YEMar 2001,Queenstown,Other,35 - 39,,
10001,2001,1,YEMar 2001,Queenstown,Other,40 - 44,,
10002,2001,1,YEMar 2001,Queenstown,Other,45 - 49,,
10003,2001,1,YEMar 2001,Queenstown,Other,50 - 54,,
10004,2001,1,YEMar 2001,Queenstown,Other,55 - 59,,
10005,2001,1,YEMar 2001,Queenstown,Other,60 - 64,,
10006,2001,1,YEMar 2001,Queenstown,Other,65 - 69,,
10007,2001,1,YEMar 2001,Queenstown,Other,70 - 74,,
10008,2001,1,YEMar 2001,Queenstown,Other,75 or older,,
10009,2001,1,YEMar 2001,Queenstown,Other,Rather not say,,
10010,2001,1,YEMar 2001,Queenstown,Other,Under 20,,
10011,2001,1,YEMar 2001,Queenstown,Visiting friends / relatives,20 - 24,,
10012,2001,1,YEMar 2001,Queenstown,Visiting friends / relatives,25 - 29,,
10013,2001,1,YEMar 2001,Queenstown,Visiting friends / relatives,30 - 34,,
10014,2001,1,YEMar 2001,Queenstown,Visiting friends / relatives,35 - 39,,
10015,2001,1,YEMar 2001,Queenstown,Visiting friends / relatives,40 - 44,,
10016,2001,1,YEMar 2001,Queenstown,Visiting friends / relatives,45 - 49,,
10017,2001,1,YEMar 2001,Queenstown,Visiting friends / relatives,50 - 54,,
10018,2001,1,YEMar 2001,Queenstown,Visiting friends / relatives,55 - 59,,
10019,2001,1,YEMar 2001,Queenstown,Visiting friends / relatives,60 - 64,,
10020,2001,1,YEMar 2001,Queenstown,Visiting friends / relatives,65 - 69,,
10021,2001,1,YEMar 2001,Queenstown,Visiting friends / relatives,70 - 74,,
10022,2001,1,YEMar 2001,Queenstown,Visiting friends / relatives,75 or older,,
10023,2001,1,YEMar 2001,Queenstown,Visiting friends / relatives,Rather not say,,
10024,2001,1,YEMar 2001,Queenstown,Visiting friends / relatives,Under 20,,
10025,2001,1,YEMar 2001,Wellington,Business,20 - 24,1574511.92,695
10026,2001,1,YEMar 2001,Wellington,Business,25 - 29,6307252.57,2833
10027,2001,1,YEMar 2001,Wellington,Business,30 - 34,18603719.21,6775
10028,2001,1,YEMar 2001,Wellington,Business,35 - 39,10498054.88,6115
10029,2001,1,YEMar 2001,Wellington,Business,40 - 44,4556143.41,4561
10030,2001,1,YEMar 2001,Wellington,Business,45 - 49,5834094.48,3840
10031,2001,1,YEMar 2001,Wellington,Business,50 - 54,9925609.25,4793
10032,2001,1,YEMar 2001,Wellington,Business,55 - 59,2682030.7,1066
10033,2001,1,YEMar 2001,Wellington,Business,60 - 64,1475853.07,843
10034,2001,1,YEMar 2001,Wellington,Business,65 - 69,2067225.52,720
10035,2001,1,YEMar 2001,Wellington,Business,70 - 74,,
10036,2001,1,YEMar 2001,Wellington,Business,75 or older,,
10037,2001,1,YEMar 2001,Wellington,Business,Rather not say,,
10038,2001,1,YEMar 2001,Wellington,Business,Under 20,,
10039,2001,1,YEMar 2001,Wellington,Holiday / vacation,20 - 24,4557731.58,2493
10040,2001,1,YEMar 2001,Wellington,Holiday / vacation,25 - 29,4184568.15,2134
10041,2001,1,YEMar 2001,Wellington,Holiday / vacation,30 - 34,9537302.22,3946
10042,2001,1,YEMar 2001,Wellington,Holiday / vacation,35 - 39,4828499.49,2184
10043,2001,1,YEMar 2001,Wellington,Holiday / vacation,40 - 44,4995745.15,3197
10044,2001,1,YEMar 2001,Wellington,Holiday / vacation,45 - 49,4661218.41,1499
10045,2001,1,YEMar 2001,Wellington,Holiday / vacation,50 - 54,5567520.82,1388
10046,2001,1,YEMar 2001,Wellington,Holiday / vacation,55 - 59,8945194.87,2743
10047,2001,1,YEMar 2001,Wellington,Holiday / vacation,60 - 64,2388832.44,937
10048,2001,1,YEMar 2001,Wellington,Holiday / vacation,65 - 69,5494332.9,1798
10049,2001,1,YEMar 2001,Wellington,Holiday / vacation,70 - 74,,
10050,2001,1,YEMar 2001,Wellington,Holiday / vacation,75 or older,,
10051,2001,1,YEMar 2001,Wellington,Holiday / vacation,Rather not say,,
10052,2001,1,YEMar 2001,Wellington,Holiday / vacation,Under 20,2185301.5,1678
10053,2001,1,YEMar 2001,Wellington,Other,20 - 24,1197925.02,1020
10054,2001,1,YEMar 2001,Wellington,Other,25 - 29,1337680.16,1013
10055,2001,1,YEMar 2001,Wellington,Other,30 - 34,1856409.57,1383
10056,2001,1,YEMar 2001,Wellington,Other,35 - 39,2954631.07,1192
10057,2001,1,YEMar 2001,Wellington,Other,40 - 44,1969441.6,1267
10058,2001,1,YEMar 2001,Wellington,Other,45 - 49,1007235.51,720
10059,2001,1,YEMar 2001,Wellington,Other,50 - 54,3285728.79,1818
10060,2001,1,YEMar 2001,Wellington,Other,55 - 59,1285320.49,720
10061,2001,1,YEMar 2001,Wellington,Other,60 - 64,,
10062,2001,1,YEMar 2001,Wellington,Other,65 - 69,376620.73,193
10063,2001,1,YEMar 2001,Wellington,Other,70 - 74,,
10064,2001,1,YEMar 2001,Wellington,Other,75 or older,,
10065,2001,1,YEMar 2001,Wellington,Other,Rather not say,,
10066,2001,1,YEMar 2001,Wellington,Other,Under 20,1162808.54,729
10067,2001,1,YEMar 2001,Wellington,Visiting friends / relatives,20 - 24,895709.07,1154
10068,2001,1,YEMar 2001,Wellington,Visiting friends / relatives,25 - 29,11243881.63,3383
10069,2001,1,YEMar 2001,Wellington,Visiting friends / relatives,30 - 34,11458403.11,4084
10070,2001,1,YEMar 2001,Wellington,Visiting friends / relatives,35 - 39,1968252.89,2509
10071,2001,1,YEMar 2001,Wellington,Visiting friends / relatives,40 - 44,1932489.98,2798
10072,2001,1,YEMar 2001,Wellington,Visiting friends / relatives,45 - 49,5438374.68,2914
10073,2001,1,YEMar 2001,Wellington,Visiting friends / relatives,50 - 54,5719906.06,3159
10074,2001,1,YEMar 2001,Wellington,Visiting friends / relatives,55 - 59,7161876.21,1815
10075,2001,1,YEMar 2001,Wellington,Visiting friends / relatives,60 - 64,7332863.77,2901
10076,2001,1,YEMar 2001,Wellington,Visiting friends / relatives,65 - 69,4459801.1,2866
10077,2001,1,YEMar 2001,Wellington,Visiting friends / relatives,70 - 74,,
10078,2001,1,YEMar 2001,Wellington,Visiting friends / relatives,75 or older,,
10079,2001,1,YEMar 2001,Wellington,Visiting friends / relatives,Rather not say,,
10080,2001,1,YEMar 2001,Wellington,Visiting friends / relatives,Under 20,626312.82,795
10081,2002,1,YEMar 2002,Auckland,Business,20 - 24,13454490.18,4105
10082,2002,1,YEMar 2002,Auckland,Business,25 - 29,38297427.82,14848
10083,2002,1,YEMar 2002,Auckland,Business,30 - 34,74742306.12,29296
10084,2002,1,YEMar 2002,Auckland,Business,35 - 39,74512770.1,32247
10085,2002,1,YEMar 2002,Auckland,Business,40 - 44,81264426.67,37488
10086,2002,1,YEMar 2002,Auckland,Business,45 - 49,83106275.17,27161
10087,2002,1,YEMar 2002,Auckland,Business,50 - 54,72615056.4,29915
10088,2002,1,YEMar 2002,Auckland,Business,55 - 59,35683652.18,15611
10089,2002,1,YEMar 2002,Auckland,Business,60 - 64,9460154.03,2836
10090,2002,1,YEMar 2002,Auckland,Business,65 - 69,6525199.46,3238
10091,2002,1,YEMar 2002,Auckland,Business,70 - 74,,
10092,2002,1,YEMar 2002,Auckland,Business,75 or older,,
10093,2002,1,YEMar 2002,Auckland,Business,Rather not say,751688.52,243
10094,2002,1,YEMar 2002,Auckland,Business,Under 20,134534.08,238
10095,2002,1,YEMar 2002,Auckland,Holiday / vacation,20 - 24,223609648.9,59881
10096,2002,1,YEMar 2002,Auckland,Holiday / vacation,25 - 29,279807395.7,80509
10097,2002,1,YEMar 2002,Auckland,Holiday / vacation,30 - 34,366740295.7,80826
10098,2002,1,YEMar 2002,Auckland,Holiday / vacation,35 - 39,199018185.9,55015
10099,2002,1,YEMar 2002,Auckland,Holiday / vacation,40 - 44,205388152.3,55379
10100,2002,1,YEMar 2002,Auckland,Holiday / vacation,45 - 49,211029254.5,51592
10101,2002,1,YEMar 2002,Auckland,Holiday / vacation,50 - 54,382751576.9,71288
10102,2002,1,YEMar 2002,Auckland,Holiday / vacation,55 - 59,293744674.3,60151
10103,2002,1,YEMar 2002,Auckland,Holiday / vacation,60 - 64,387617947.8,68212
10104,2002,1,YEMar 2002,Auckland,Holiday / vacation,65 - 69,417465630.7,74760
10105,2002,1,YEMar 2002,Auckland,Holiday / vacation,70 - 74,,
10106,2002,1,YEMar 2002,Auckland,Holiday / vacation,75 or older,,
10107,2002,1,YEMar 2002,Auckland,Holiday / vacation,Rather not say,4977357.52,2148
10108,2002,1,YEMar 2002,Auckland,Holiday / vacation,Under 20,73373373.95,24253
10109,2002,1,YEMar 2002,Auckland,Other,20 - 24,34469277.45,5608
10110,2002,1,YEMar 2002,Auckland,Other,25 - 29,68625545.87,8631
10111,2002,1,YEMar 2002,Auckland,Other,30 - 34,23581474.23,10865
10112,2002,1,YEMar 2002,Auckland,Other,35 - 39,29287259.51,5309
10113,2002,1,YEMar 2002,Auckland,Other,40 - 44,25202612.42,10780
10114,2002,1,YEMar 2002,Auckland,Other,45 - 49,41462551.94,7559
10115,2002,1,YEMar 2002,Auckland,Other,50 - 54,17518005.81,6629
10116,2002,1,YEMar 2002,Auckland,Other,55 - 59,4777973,3903
10117,2002,1,YEMar 2002,Auckland,Other,60 - 64,18922351.13,5305
10118,2002,1,YEMar 2002,Auckland,Other,65 - 69,3575737.79,2270
10119,2002,1,YEMar 2002,Auckland,Other,70 - 74,,
10120,2002,1,YEMar 2002,Auckland,Other,75 or older,,
10121,2002,1,YEMar 2002,Auckland,Other,Rather not say,1012555.91,243
10122,2002,1,YEMar 2002,Auckland,Other,Under 20,56289047.14,11490
10123,2002,1,YEMar 2002,Auckland,Visiting friends / relatives,20 - 24,47173735.23,12430
10124,2002,1,YEMar 2002,Auckland,Visiting friends / relatives,25 - 29,108090325.7,32509
10125,2002,1,YEMar 2002,Auckland,Visiting friends / relatives,30 - 34,106763599.1,26017
10126,2002,1,YEMar 2002,Auckland,Visiting friends / relatives,35 - 39,79989040.52,20751
10127,2002,1,YEMar 2002,Auckland,Visiting friends / relatives,40 - 44,84380343.28,24963
10128,2002,1,YEMar 2002,Auckland,Visiting friends / relatives,45 - 49,147832537.2,29012
10129,2002,1,YEMar 2002,Auckland,Visiting friends / relatives,50 - 54,168358145.4,33427
10130,2002,1,YEMar 2002,Auckland,Visiting friends / relatives,55 - 59,88249209.02,19486
10131,2002,1,YEMar 2002,Auckland,Visiting friends / relatives,60 - 64,93360764.42,21455
10132,2002,1,YEMar 2002,Auckland,Visiting friends / relatives,65 - 69,103060373,26711
10133,2002,1,YEMar 2002,Auckland,Visiting friends / relatives,70 - 74,,
10134,2002,1,YEMar 2002,Auckland,Visiting friends / relatives,75 or older,,
10135,2002,1,YEMar 2002,Auckland,Visiting friends / relatives,Rather not say,971952.91,496
10136,2002,1,YEMar 2002,Auckland,Visiting friends / relatives,Under 20,30051867.68,9960
10137,2002,1,YEMar 2002,Christchurch,Business,20 - 24,,
10138,2002,1,YEMar 2002,Christchurch,Business,25 - 29,4147545.28,1096
10139,2002,1,YEMar 2002,Christchurch,Business,30 - 34,9511346.98,3235
10140,2002,1,YEMar 2002,Christchurch,Business,35 - 39,11897888.16,3169
10141,2002,1,YEMar 2002,Christchurch,Business,40 - 44,5142587.06,2436
10142,2002,1,YEMar 2002,Christchurch,Business,45 - 49,16233019.28,4136
10143,2002,1,YEMar 2002,Christchurch,Business,50 - 54,9009151.59,3408
10144,2002,1,YEMar 2002,Christchurch,Business,55 - 59,5994842.39,1349
10145,2002,1,YEMar 2002,Christchurch,Business,60 - 64,1240306,573
10146,2002,1,YEMar 2002,Christchurch,Business,65 - 69,1776361.55,248
10147,2002,1,YEMar 2002,Christchurch,Business,70 - 74,,
10148,2002,1,YEMar 2002,Christchurch,Business,75 or older,,
10149,2002,1,YEMar 2002,Christchurch,Business,Rather not say,,
10150,2002,1,YEMar 2002,Christchurch,Business,Under 20,,
10151,2002,1,YEMar 2002,Christchurch,Holiday / vacation,20 - 24,120999323.7,35831
10152,2002,1,YEMar 2002,Christchurch,Holiday / vacation,25 - 29,224524471.6,51375
10153,2002,1,YEMar 2002,Christchurch,Holiday / vacation,30 - 34,129572143.1,32281
10154,2002,1,YEMar 2002,Christchurch,Holiday / vacation,35 - 39,75756968.81,22434
10155,2002,1,YEMar 2002,Christchurch,Holiday / vacation,40 - 44,73046337.08,18612
10156,2002,1,YEMar 2002,Christchurch,Holiday / vacation,45 - 49,97910672.65,19862
10157,2002,1,YEMar 2002,Christchurch,Holiday / vacation,50 - 54,113978356.2,20573
10158,2002,1,YEMar 2002,Christchurch,Holiday / vacation,55 - 59,98781428.42,18264
10159,2002,1,YEMar 2002,Christchurch,Holiday / vacation,60 - 64,96553202.41,18693
10160,2002,1,YEMar 2002,Christchurch,Holiday / vacation,65 - 69,125814918.8,20844
10161,2002,1,YEMar 2002,Christchurch,Holiday / vacation,70 - 74,,
10162,2002,1,YEMar 2002,Christchurch,Holiday / vacation,75 or older,,
10163,2002,1,YEMar 2002,Christchurch,Holiday / vacation,Rather not say,,
10164,2002,1,YEMar 2002,Christchurch,Holiday / vacation,Under 20,22201020.79,8567
10165,2002,1,YEMar 2002,Christchurch,Other,20 - 24,8644877.99,1722
10166,2002,1,YEMar 2002,Christchurch,Other,25 - 29,4768606.27,2292
10167,2002,1,YEMar 2002,Christchurch,Other,30 - 34,13695964.5,2554
10168,2002,1,YEMar 2002,Christchurch,Other,35 - 39,15065617.11,2799
10169,2002,1,YEMar 2002,Christchurch,Other,40 - 44,10421529.72,2661
10170,2002,1,YEMar 2002,Christchurch,Other,45 - 49,3793149.19,1389
10171,2002,1,YEMar 2002,Christchurch,Other,50 - 54,3541373.45,579
10172,2002,1,YEMar 2002,Christchurch,Other,55 - 59,3753308.43,529
10173,2002,1,YEMar 2002,Christchurch,Other,60 - 64,3796421.78,750
10174,2002,1,YEMar 2002,Christchurch,Other,65 - 69,1944495.66,290
10175,2002,1,YEMar 2002,Christchurch,Other,70 - 74,,
10176,2002,1,YEMar 2002,Christchurch,Other,75 or older,,
10177,2002,1,YEMar 2002,Christchurch,Other,Rather not say,,
10178,2002,1,YEMar 2002,Christchurch,Other,Under 20,1688282.68,458
10179,2002,1,YEMar 2002,Christchurch,Visiting friends / relatives,20 - 24,20185200.43,4861
10180,2002,1,YEMar 2002,Christchurch,Visiting friends / relatives,25 - 29,40488146.22,5257
10181,2002,1,YEMar 2002,Christchurch,Visiting friends / relatives,30 - 34,11589619.47,5126
10182,2002,1,YEMar 2002,Christchurch,Visiting friends / relatives,35 - 39,11807501.84,3257
10183,2002,1,YEMar 2002,Christchurch,Visiting friends / relatives,40 - 44,13304282.32,3023
10184,2002,1,YEMar 2002,Christchurch,Visiting friends / relatives,45 - 49,21434273.8,3703
10185,2002,1,YEMar 2002,Christchurch,Visiting friends / relatives,50 - 54,21599568.88,5154
10186,2002,1,YEMar 2002,Christchurch,Visiting friends / relatives,55 - 59,10227715.77,1574
10187,2002,1,YEMar 2002,Christchurch,Visiting friends / relatives,60 - 64,21474793.15,3168
10188,2002,1,YEMar 2002,Christchurch,Visiting friends / relatives,65 - 69,17854118.43,2857
10189,2002,1,YEMar 2002,Christchurch,Visiting friends / relatives,70 - 74,,
10190,2002,1,YEMar 2002,Christchurch,Visiting friends / relatives,75 or older,,
10191,2002,1,YEMar 2002,Christchurch,Visiting friends / relatives,Rather not say,,
10192,2002,1,YEMar 2002,Christchurch,Visiting friends / relatives,Under 20,1432336.11,418
10193,2002,1,YEMar 2002,Queenstown,Business,20 - 24,,
10194,2002,1,YEMar 2002,Queenstown,Business,25 - 29,,
10195,2002,1,YEMar 2002,Queenstown,Business,30 - 34,,
10196,2002,1,YEMar 2002,Queenstown,Business,35 - 39,,
10197,2002,1,YEMar 2002,Queenstown,Business,40 - 44,,
10198,2002,1,YEMar 2002,Queenstown,Business,45 - 49,,
10199,2002,1,YEMar 2002,Queenstown,Business,50 - 54,,
10200,2002,1,YEMar 2002,Queenstown,Business,55 - 59,,
10201,2002,1,YEMar 2002,Queenstown,Business,60 - 64,,
10202,2002,1,YEMar 2002,Queenstown,Business,65 - 69,,
10203,2002,1,YEMar 2002,Queenstown,Business,70 - 74,,
10204,2002,1,YEMar 2002,Queenstown,Business,75 or older,,
10205,2002,1,YEMar 2002,Queenstown,Business,Rather not say,,
10206,2002,1,YEMar 2002,Queenstown,Business,Under 20,,
10207,2002,1,YEMar 2002,Queenstown,Holiday / vacation,20 - 24,,
10208,2002,1,YEMar 2002,Queenstown,Holiday / vacation,25 - 29,,
10209,2002,1,YEMar 2002,Queenstown,Holiday / vacation,30 - 34,,
10210,2002,1,YEMar 2002,Queenstown,Holiday / vacation,35 - 39,,
10211,2002,1,YEMar 2002,Queenstown,Holiday / vacation,40 - 44,,
10212,2002,1,YEMar 2002,Queenstown,Holiday / vacation,45 - 49,,
10213,2002,1,YEMar 2002,Queenstown,Holiday / vacation,50 - 54,,
10214,2002,1,YEMar 2002,Queenstown,Holiday / vacation,55 - 59,,
10215,2002,1,YEMar 2002,Queenstown,Holiday / vacation,60 - 64,,
10216,2002,1,YEMar 2002,Queenstown,Holiday / vacation,65 - 69,,
10217,2002,1,YEMar 2002,Queenstown,Holiday / vacation,70 - 74,,
10218,2002,1,YEMar 2002,Queenstown,Holiday / vacation,75 or older,,
10219,2002,1,YEMar 2002,Queenstown,Holiday / vacation,Rather not say,,
10220,2002,1,YEMar 2002,Queenstown,Holiday / vacation,Under 20,,
10221,2002,1,YEMar 2002,Queenstown,Other,20 - 24,,
10222,2002,1,YEMar 2002,Queenstown,Other,25 - 29,,
10223,2002,1,YEMar 2002,Queenstown,Other,30 - 34,,
10224,2002,1,YEMar 2002,Queenstown,Other,35 - 39,,
10225,2002,1,YEMar 2002,Queenstown,Other,40 - 44,,
10226,2002,1,YEMar 2002,Queenstown,Other,45 - 49,,
10227,2002,1,YEMar 2002,Queenstown,Other,50 - 54,,
10228,2002,1,YEMar 2002,Queenstown,Other,55 - 59,,
10229,2002,1,YEMar 2002,Queenstown,Other,60 - 64,,
10230,2002,1,YEMar 2002,Queenstown,Other,65 - 69,,
10231,2002,1,YEMar 2002,Queenstown,Other,70 - 74,,
10232,2002,1,YEMar 2002,Queenstown,Other,75 or older,,
10233,2002,1,YEMar 2002,Queenstown,Other,Rather not say,,
10234,2002,1,YEMar 2002,Queenstown,Other,Under 20,,
10235,2002,1,YEMar 2002,Queenstown,Visiting friends / relatives,20 - 24,,
10236,2002,1,YEMar 2002,Queenstown,Visiting friends / relatives,25 - 29,,
10237,2002,1,YEMar 2002,Queenstown,Visiting friends / relatives,30 - 34,,
10238,2002,1,YEMar 2002,Queenstown,Visiting friends / relatives,35 - 39,,
10239,2002,1,YEMar 2002,Queenstown,Visiting friends / relatives,40 - 44,,
10240,2002,1,YEMar 2002,Queenstown,Visiting friends / relatives,45 - 49,,
10241,2002,1,YEMar 2002,Queenstown,Visiting friends / relatives,50 - 54,,
10242,2002,1,YEMar 2002,Queenstown,Visiting friends / relatives,55 - 59,,
10243,2002,1,YEMar 2002,Queenstown,Visiting friends / relatives,60 - 64,,
10244,2002,1,YEMar 2002,Queenstown,Visiting friends / relatives,65 - 69,,
10245,2002,1,YEMar 2002,Queenstown,Visiting friends / relatives,70 - 74,,
10246,2002,1,YEMar 2002,Queenstown,Visiting friends / relatives,75 or older,,
10247,2002,1,YEMar 2002,Queenstown,Visiting friends / relatives,Rather not say,,
10248,2002,1,YEMar 2002,Queenstown,Visiting friends / relatives,Under 20,,
10249,2002,1,YEMar 2002,Wellington,Business,20 - 24,48784.72,249
10250,2002,1,YEMar 2002,Wellington,Business,25 - 29,6843896.12,2785
10251,2002,1,YEMar 2002,Wellington,Business,30 - 34,11278643.91,5665
10252,2002,1,YEMar 2002,Wellington,Business,35 - 39,10982923.09,6242
10253,2002,1,YEMar 2002,Wellington,Business,40 - 44,6433641.76,3629
10254,2002,1,YEMar 2002,Wellington,Business,45 - 49,9434856.93,4543
10255,2002,1,YEMar 2002,Wellington,Business,50 - 54,4680529.23,2926
10256,2002,1,YEMar 2002,Wellington,Business,55 - 59,5591622.68,2342
10257,2002,1,YEMar 2002,Wellington,Business,60 - 64,1363712.09,421
10258,2002,1,YEMar 2002,Wellington,Business,65 - 69,,
10259,2002,1,YEMar 2002,Wellington,Business,70 - 74,,
10260,2002,1,YEMar 2002,Wellington,Business,75 or older,,
10261,2002,1,YEMar 2002,Wellington,Business,Rather not say,,
10262,2002,1,YEMar 2002,Wellington,Business,Under 20,,
10263,2002,1,YEMar 2002,Wellington,Holiday / vacation,20 - 24,3485610.84,1628
10264,2002,1,YEMar 2002,Wellington,Holiday / vacation,25 - 29,5980431.9,2058
10265,2002,1,YEMar 2002,Wellington,Holiday / vacation,30 - 34,8980165.13,2478
10266,2002,1,YEMar 2002,Wellington,Holiday / vacation,35 - 39,6029024.55,3141
10267,2002,1,YEMar 2002,Wellington,Holiday / vacation,40 - 44,12473031.74,3183
10268,2002,1,YEMar 2002,Wellington,Holiday / vacation,45 - 49,4247941.49,2216
10269,2002,1,YEMar 2002,Wellington,Holiday / vacation,50 - 54,1498722.86,1145
10270,2002,1,YEMar 2002,Wellington,Holiday / vacation,55 - 59,6579122.32,2755
10271,2002,1,YEMar 2002,Wellington,Holiday / vacation,60 - 64,2618657.84,1200
10272,2002,1,YEMar 2002,Wellington,Holiday / vacation,65 - 69,3738024.57,1476
10273,2002,1,YEMar 2002,Wellington,Holiday / vacation,70 - 74,,
10274,2002,1,YEMar 2002,Wellington,Holiday / vacation,75 or older,,
10275,2002,1,YEMar 2002,Wellington,Holiday / vacation,Rather not say,,
10276,2002,1,YEMar 2002,Wellington,Holiday / vacation,Under 20,2541809.43,2486
10277,2002,1,YEMar 2002,Wellington,Other,20 - 24,1954235.85,499
10278,2002,1,YEMar 2002,Wellington,Other,25 - 29,3530674.23,887
10279,2002,1,YEMar 2002,Wellington,Other,30 - 34,4863487.17,2440
