Pkey,Year,Quarter,Year ending,Airport of departure,Purpose of visit,Country of permanent residence,Total visitor spend,Total visitors
9256,2001,1,YEMar 2001,Christchurch,Visiting friends / relatives,USA,8901549.05,1317
9257,2001,1,YEMar 2001,Queenstown,Business,Africa and Middle East,,
9258,2001,1,YEMar 2001,Queenstown,Business,Australia,,
9259,2001,1,YEMar 2001,Queenstown,Business,Canada,,
9260,2001,1,YEMar 2001,Queenstown,Business,China,,
9261,2001,1,YEMar 2001,Queenstown,Business,Germany,,
9262,2001,1,YEMar 2001,Queenstown,Business,Japan,,
9263,2001,1,YEMar 2001,Queenstown,Business,"Korea, Republic of",,
9264,2001,1,YEMar 2001,Queenstown,Business,Rest of Americas,,
9265,2001,1,YEMar 2001,Queenstown,Business,Rest of Asia,,
9266,2001,1,YEMar 2001,Queenstown,Business,Rest of Europe,,
9267,2001,1,YEMar 2001,Queenstown,Business,Rest of Oceania,,
9268,2001,1,YEMar 2001,Queenstown,Business,UK,,
9269,2001,1,YEMar 2001,Queenstown,Business,USA,,
9270,2001,1,YEMar 2001,Queenstown,Holiday / vacation,Africa and Middle East,,
9271,2001,1,YEMar 2001,Queenstown,Holiday / vacation,Australia,,
9272,2001,1,YEMar 2001,Queenstown,Holiday / vacation,Canada,,
9273,2001,1,YEMar 2001,Queenstown,Holiday / vacation,China,,
9274,2001,1,YEMar 2001,Queenstown,Holiday / vacation,Germany,,
9275,2001,1,YEMar 2001,Queenstown,Holiday / vacation,Japan,,
9276,2001,1,YEMar 2001,Queenstown,Holiday / vacation,"Korea, Republic of",,
9277,2001,1,YEMar 2001,Queenstown,Holiday / vacation,Rest of Americas,,
9278,2001,1,YEMar 2001,Queenstown,Holiday / vacation,Rest of Asia,,
9279,2001,1,YEMar 2001,Queenstown,Holiday / vacation,Rest of Europe,,
9280,2001,1,YEMar 2001,Queenstown,Holiday / vacation,Rest of Oceania,,
9281,2001,1,YEMar 2001,Queenstown,Holiday / vacation,UK,,
9282,2001,1,YEMar 2001,Queenstown,Holiday / vacation,USA,,
9283,2001,1,YEMar 2001,Queenstown,Other,Africa and Middle East,,
9284,2001,1,YEMar 2001,Queenstown,Other,Australia,,
9285,2001,1,YEMar 2001,Queenstown,Other,Canada,,
9286,2001,1,YEMar 2001,Queenstown,Other,China,,
9287,2001,1,YEMar 2001,Queenstown,Other,Germany,,
9288,2001,1,YEMar 2001,Queenstown,Other,Japan,,
9289,2001,1,YEMar 2001,Queenstown,Other,"Korea, Republic of",,
9290,2001,1,YEMar 2001,Queenstown,Other,Rest of Americas,,
9291,2001,1,YEMar 2001,Queenstown,Other,Rest of Asia,,
9292,2001,1,YEMar 2001,Queenstown,Other,Rest of Europe,,
9293,2001,1,YEMar 2001,Queenstown,Other,Rest of Oceania,,
9294,2001,1,YEMar 2001,Queenstown,Other,UK,,
9295,2001,1,YEMar 2001,Queenstown,Other,USA,,
9296,2001,1,YEMar 2001,Queenstown,Visiting friends / relatives,Africa and Middle East,,
9297,2001,1,YEMar 2001,Queenstown,Visiting friends / relatives,Australia,,
9298,2001,1,YEMar 2001,Queenstown,Visiting friends / relatives,Canada,,
9299,2001,1,YEMar 2001,Queenstown,Visiting friends / relatives,China,,
9300,2001,1,YEMar 2001,Queenstown,Visiting friends / relatives,Germany,,
9301,2001,1,YEMar 2001,Queenstown,Visiting friends / relatives,Japan,,
9302,2001,1,YEMar 2001,Queenstown,Visiting friends / relatives,"Korea, Republic of",,
9303,2001,1,YEMar 2001,Queenstown,Visiting friends / relatives,Rest of Americas,,
9304,2001,1,YEMar 2001,Queenstown,Visiting friends / relatives,Rest of Asia,,
9305,2001,1,YEMar 2001,Queenstown,Visiting friends / relatives,Rest of Europe,,
9306,2001,1,YEMar 2001,Queenstown,Visiting friends / relatives,Rest of Oceania,,
9307,2001,1,YEMar 2001,Queenstown,Visiting friends / relatives,UK,,
9308,2001,1,YEMar 2001,Queenstown,Visiting friends / relatives,USA,,
9309,2001,1,YEMar 2001,Wellington,Business,Africa and Middle East,,
9310,2001,1,YEMar 2001,Wellington,Business,Australia,52567699.77,29140
9311,2001,1,YEMar 2001,Wellington,Business,Canada,114822.06,193
9312,2001,1,YEMar 2001,Wellington,Business,China,336809.61,256
9313,2001,1,YEMar 2001,Wellington,Business,Germany,,
9314,2001,1,YEMar 2001,Wellington,Business,Japan,254310.94,211
9315,2001,1,YEMar 2001,Wellington,Business,"Korea, Republic of",,
9316,2001,1,YEMar 2001,Wellington,Business,Rest of Americas,,
9317,2001,1,YEMar 2001,Wellington,Business,Rest of Asia,4970017.5,1207
9318,2001,1,YEMar 2001,Wellington,Business,Rest of Europe,505307.15,565
9319,2001,1,YEMar 2001,Wellington,Business,Rest of Oceania,,
9320,2001,1,YEMar 2001,Wellington,Business,UK,843510.34,310
9321,2001,1,YEMar 2001,Wellington,Business,USA,3932017.66,359
9322,2001,1,YEMar 2001,Wellington,Holiday / vacation,Africa and Middle East,8215255.44,1483
9323,2001,1,YEMar 2001,Wellington,Holiday / vacation,Australia,35643862.72,17386
9324,2001,1,YEMar 2001,Wellington,Holiday / vacation,Canada,1823809.59,662
9325,2001,1,YEMar 2001,Wellington,Holiday / vacation,China,,
9326,2001,1,YEMar 2001,Wellington,Holiday / vacation,Germany,413276.82,257
9327,2001,1,YEMar 2001,Wellington,Holiday / vacation,Japan,902309.6,410
9328,2001,1,YEMar 2001,Wellington,Holiday / vacation,"Korea, Republic of",,
9329,2001,1,YEMar 2001,Wellington,Holiday / vacation,Rest of Americas,,
9330,2001,1,YEMar 2001,Wellington,Holiday / vacation,Rest of Asia,190294.6,343
9331,2001,1,YEMar 2001,Wellington,Holiday / vacation,Rest of Europe,2316287.38,845
9332,2001,1,YEMar 2001,Wellington,Holiday / vacation,Rest of Oceania,1059030.87,442
9333,2001,1,YEMar 2001,Wellington,Holiday / vacation,UK,5825648.21,1515
9334,2001,1,YEMar 2001,Wellington,Holiday / vacation,USA,956472.28,653
9335,2001,1,YEMar 2001,Wellington,Other,Africa and Middle East,,
9336,2001,1,YEMar 2001,Wellington,Other,Australia,11396903.53,7043
9337,2001,1,YEMar 2001,Wellington,Other,Canada,376620.73,193
9338,2001,1,YEMar 2001,Wellington,Other,China,759399.57,343
9339,2001,1,YEMar 2001,Wellington,Other,Germany,322354.18,286
9340,2001,1,YEMar 2001,Wellington,Other,Japan,,
9341,2001,1,YEMar 2001,Wellington,Other,"Korea, Republic of",,
9342,2001,1,YEMar 2001,Wellington,Other,Rest of Americas,,
9343,2001,1,YEMar 2001,Wellington,Other,Rest of Asia,626521.55,398
9344,2001,1,YEMar 2001,Wellington,Other,Rest of Europe,,
9345,2001,1,YEMar 2001,Wellington,Other,Rest of Oceania,2288144.68,1262
9346,2001,1,YEMar 2001,Wellington,Other,UK,205009.59,258
9347,2001,1,YEMar 2001,Wellington,Other,USA,458847.65,272
9348,2001,1,YEMar 2001,Wellington,Visiting friends / relatives,Africa and Middle East,3986915.86,777
9349,2001,1,YEMar 2001,Wellington,Visiting friends / relatives,Australia,49272338.24,24715
9350,2001,1,YEMar 2001,Wellington,Visiting friends / relatives,Canada,,
9351,2001,1,YEMar 2001,Wellington,Visiting friends / relatives,China,720501.6,256
9352,2001,1,YEMar 2001,Wellington,Visiting friends / relatives,Germany,,
9353,2001,1,YEMar 2001,Wellington,Visiting friends / relatives,Japan,,
9354,2001,1,YEMar 2001,Wellington,Visiting friends / relatives,"Korea, Republic of",,
9355,2001,1,YEMar 2001,Wellington,Visiting friends / relatives,Rest of Americas,,
9356,2001,1,YEMar 2001,Wellington,Visiting friends / relatives,Rest of Asia,997834.35,744
9357,2001,1,YEMar 2001,Wellington,Visiting friends / relatives,Rest of Europe,359379.73,299
9358,2001,1,YEMar 2001,Wellington,Visiting friends / relatives,Rest of Oceania,,
9359,2001,1,YEMar 2001,Wellington,Visiting friends / relatives,UK,2539935.35,1228
9360,2001,1,YEMar 2001,Wellington,Visiting friends / relatives,USA,360966.18,359
9361,2002,1,YEMar 2002,Auckland,Business,Africa and Middle East,9435476.63,918
9362,2002,1,YEMar 2002,Auckland,Business,Australia,166455491,100838
9363,2002,1,YEMar 2002,Auckland,Business,Canada,9057121.66,2659
9364,2002,1,YEMar 2002,Auckland,Business,China,45804220.53,11867
9365,2002,1,YEMar 2002,Auckland,Business,Germany,3030978.33,1747
9366,2002,1,YEMar 2002,Auckland,Business,Japan,29763586.38,9064
9367,2002,1,YEMar 2002,Auckland,Business,"Korea, Republic of",10853190.27,5215
9368,2002,1,YEMar 2002,Auckland,Business,Rest of Americas,11049497.69,3094
9369,2002,1,YEMar 2002,Auckland,Business,Rest of Asia,42050857.14,13342
9370,2002,1,YEMar 2002,Auckland,Business,Rest of Europe,28783494.6,8280
9371,2002,1,YEMar 2002,Auckland,Business,Rest of Oceania,24328582.07,11966
9372,2002,1,YEMar 2002,Auckland,Business,UK,32785670.16,9205
9373,2002,1,YEMar 2002,Auckland,Business,USA,77149814.29,19029
9374,2002,1,YEMar 2002,Auckland,Holiday / vacation,Africa and Middle East,71728667.85,18860
9375,2002,1,YEMar 2002,Auckland,Holiday / vacation,Australia,261393912,106045
9376,2002,1,YEMar 2002,Auckland,Holiday / vacation,Canada,79806332.27,20018
9377,2002,1,YEMar 2002,Auckland,Holiday / vacation,China,78734888.12,19733
9378,2002,1,YEMar 2002,Auckland,Holiday / vacation,Germany,104880977.8,20775
9379,2002,1,YEMar 2002,Auckland,Holiday / vacation,Japan,597778935.3,103182
9380,2002,1,YEMar 2002,Auckland,Holiday / vacation,"Korea, Republic of",149851738.4,49423
9381,2002,1,YEMar 2002,Auckland,Holiday / vacation,Rest of Americas,66929631.89,13720
9382,2002,1,YEMar 2002,Auckland,Holiday / vacation,Rest of Asia,274710934.4,59340
9383,2002,1,YEMar 2002,Auckland,Holiday / vacation,Rest of Europe,187879882.9,43248
9384,2002,1,YEMar 2002,Auckland,Holiday / vacation,Rest of Oceania,131424356.7,40469
9385,2002,1,YEMar 2002,Auckland,Holiday / vacation,UK,495708465.2,93216
9386,2002,1,YEMar 2002,Auckland,Holiday / vacation,USA,544694771.2,95984
9387,2002,1,YEMar 2002,Auckland,Other,Africa and Middle East,3279283.26,1858
9388,2002,1,YEMar 2002,Auckland,Other,Australia,36385779.01,22027
9389,2002,1,YEMar 2002,Auckland,Other,Canada,1505613.99,475
9390,2002,1,YEMar 2002,Auckland,Other,China,26163276.46,4619
9391,2002,1,YEMar 2002,Auckland,Other,Germany,12867533.05,2117
9392,2002,1,YEMar 2002,Auckland,Other,Japan,28089830.26,6140
9393,2002,1,YEMar 2002,Auckland,Other,"Korea, Republic of",24286205.14,4247
9394,2002,1,YEMar 2002,Auckland,Other,Rest of Americas,9465136.06,1837
9395,2002,1,YEMar 2002,Auckland,Other,Rest of Asia,55950407.66,7125
9396,2002,1,YEMar 2002,Auckland,Other,Rest of Europe,28439867.03,6441
9397,2002,1,YEMar 2002,Auckland,Other,Rest of Oceania,20155680.31,10903
9398,2002,1,YEMar 2002,Auckland,Other,UK,26696455.27,4110
9399,2002,1,YEMar 2002,Auckland,Other,USA,51439324.7,6695
9400,2002,1,YEMar 2002,Auckland,Visiting friends / relatives,Africa and Middle East,38155033.28,8590
9401,2002,1,YEMar 2002,Auckland,Visiting friends / relatives,Australia,186707898.6,92430
9402,2002,1,YEMar 2002,Auckland,Visiting friends / relatives,Canada,35431393.83,5287
9403,2002,1,YEMar 2002,Auckland,Visiting friends / relatives,China,31656656.83,4202
9404,2002,1,YEMar 2002,Auckland,Visiting friends / relatives,Germany,17084742.45,4047
9405,2002,1,YEMar 2002,Auckland,Visiting friends / relatives,Japan,20946942.73,5019
9406,2002,1,YEMar 2002,Auckland,Visiting friends / relatives,"Korea, Republic of",34708946.24,9337
9407,2002,1,YEMar 2002,Auckland,Visiting friends / relatives,Rest of Americas,10555550.25,2301
9408,2002,1,YEMar 2002,Auckland,Visiting friends / relatives,Rest of Asia,150879455.5,24374
9409,2002,1,YEMar 2002,Auckland,Visiting friends / relatives,Rest of Europe,40609949.52,8864
9410,2002,1,YEMar 2002,Auckland,Visiting friends / relatives,Rest of Oceania,108114888.5,24772
9411,2002,1,YEMar 2002,Auckland,Visiting friends / relatives,UK,264241734.4,49043
9412,2002,1,YEMar 2002,Auckland,Visiting friends / relatives,USA,119188701.4,18953
9413,2002,1,YEMar 2002,Christchurch,Business,Africa and Middle East,1875425.38,408
9414,2002,1,YEMar 2002,Christchurch,Business,Australia,25926846.34,11462
9415,2002,1,YEMar 2002,Christchurch,Business,Canada,,
9416,2002,1,YEMar 2002,Christchurch,Business,China,2342173.47,361
9417,2002,1,YEMar 2002,Christchurch,Business,Germany,4375713.67,710
9418,2002,1,YEMar 2002,Christchurch,Business,Japan,1591622.79,238
9419,2002,1,YEMar 2002,Christchurch,Business,"Korea, Republic of",,
9420,2002,1,YEMar 2002,Christchurch,Business,Rest of Americas,7512946.25,444
9421,2002,1,YEMar 2002,Christchurch,Business,Rest of Asia,9764679.61,2581
9422,2002,1,YEMar 2002,Christchurch,Business,Rest of Europe,4185538.51,1667
9423,2002,1,YEMar 2002,Christchurch,Business,Rest of Oceania,,
9424,2002,1,YEMar 2002,Christchurch,Business,UK,4141521.12,629
9425,2002,1,YEMar 2002,Christchurch,Business,USA,3236581.14,1150
9426,2002,1,YEMar 2002,Christchurch,Holiday / vacation,Africa and Middle East,30842365.64,4988
9427,2002,1,YEMar 2002,Christchurch,Holiday / vacation,Australia,288864361,92152
9428,2002,1,YEMar 2002,Christchurch,Holiday / vacation,Canada,23897519.61,6670
9429,2002,1,YEMar 2002,Christchurch,Holiday / vacation,China,6634268.42,1358
9430,2002,1,YEMar 2002,Christchurch,Holiday / vacation,Germany,91705446.45,15837
9431,2002,1,YEMar 2002,Christchurch,Holiday / vacation,Japan,25616281.08,8042
9432,2002,1,YEMar 2002,Christchurch,Holiday / vacation,"Korea, Republic of",19628985.09,5391
9433,2002,1,YEMar 2002,Christchurch,Holiday / vacation,Rest of Americas,83243055.46,10596
9434,2002,1,YEMar 2002,Christchurch,Holiday / vacation,Rest of Asia,144088650,36591
9435,2002,1,YEMar 2002,Christchurch,Holiday / vacation,Rest of Europe,188468233,30772
9436,2002,1,YEMar 2002,Christchurch,Holiday / vacation,Rest of Oceania,2594549.81,954
9437,2002,1,YEMar 2002,Christchurch,Holiday / vacation,UK,139769988.1,29821
9438,2002,1,YEMar 2002,Christchurch,Holiday / vacation,USA,133785139.9,24163
9439,2002,1,YEMar 2002,Christchurch,Other,Africa and Middle East,459959.48,460
9440,2002,1,YEMar 2002,Christchurch,Other,Australia,25476844.58,7477
9441,2002,1,YEMar 2002,Christchurch,Other,Canada,960692.35,256
9442,2002,1,YEMar 2002,Christchurch,Other,China,,
9443,2002,1,YEMar 2002,Christchurch,Other,Germany,,
9444,2002,1,YEMar 2002,Christchurch,Other,Japan,1660696.99,499
9445,2002,1,YEMar 2002,Christchurch,Other,"Korea, Republic of",1662094.07,814
9446,2002,1,YEMar 2002,Christchurch,Other,Rest of Americas,,
9447,2002,1,YEMar 2002,Christchurch,Other,Rest of Asia,7877655.19,1269
9448,2002,1,YEMar 2002,Christchurch,Other,Rest of Europe,12974957.19,2031
9449,2002,1,YEMar 2002,Christchurch,Other,Rest of Oceania,807335.71,460
9450,2002,1,YEMar 2002,Christchurch,Other,UK,8997157.52,856
9451,2002,1,YEMar 2002,Christchurch,Other,USA,10236233.69,1899
9452,2002,1,YEMar 2002,Christchurch,Visiting friends / relatives,Africa and Middle East,12717068.31,1294
9453,2002,1,YEMar 2002,Christchurch,Visiting friends / relatives,Australia,55387622.6,17256
9454,2002,1,YEMar 2002,Christchurch,Visiting friends / relatives,Canada,345483.55,256
9455,2002,1,YEMar 2002,Christchurch,Visiting friends / relatives,China,1084689.85,181
9456,2002,1,YEMar 2002,Christchurch,Visiting friends / relatives,Germany,3560870.27,661
9457,2002,1,YEMar 2002,Christchurch,Visiting friends / relatives,Japan,1102628.53,450
9458,2002,1,YEMar 2002,Christchurch,Visiting friends / relatives,"Korea, Republic of",85258.9,454
9459,2002,1,YEMar 2002,Christchurch,Visiting friends / relatives,Rest of Americas,249764.15,444
9460,2002,1,YEMar 2002,Christchurch,Visiting friends / relatives,Rest of Asia,13398719.24,3103
9461,2002,1,YEMar 2002,Christchurch,Visiting friends / relatives,Rest of Europe,23923823.63,2959
9462,2002,1,YEMar 2002,Christchurch,Visiting friends / relatives,Rest of Oceania,3428454.17,444
9463,2002,1,YEMar 2002,Christchurch,Visiting friends / relatives,UK,61970098.4,9008
9464,2002,1,YEMar 2002,Christchurch,Visiting friends / relatives,USA,14143074.84,1890
9465,2002,1,YEMar 2002,Queenstown,Business,Africa and Middle East,,
9466,2002,1,YEMar 2002,Queenstown,Business,Australia,,
9467,2002,1,YEMar 2002,Queenstown,Business,Canada,,
9468,2002,1,YEMar 2002,Queenstown,Business,China,,
9469,2002,1,YEMar 2002,Queenstown,Business,Germany,,
9470,2002,1,YEMar 2002,Queenstown,Business,Japan,,
9471,2002,1,YEMar 2002,Queenstown,Business,"Korea, Republic of",,
9472,2002,1,YEMar 2002,Queenstown,Business,Rest of Americas,,
9473,2002,1,YEMar 2002,Queenstown,Business,Rest of Asia,,
9474,2002,1,YEMar 2002,Queenstown,Business,Rest of Europe,,
9475,2002,1,YEMar 2002,Queenstown,Business,Rest of Oceania,,
9476,2002,1,YEMar 2002,Queenstown,Business,UK,,
9477,2002,1,YEMar 2002,Queenstown,Business,USA,,
9478,2002,1,YEMar 2002,Queenstown,Holiday / vacation,Africa and Middle East,,
9479,2002,1,YEMar 2002,Queenstown,Holiday / vacation,Australia,,
9480,2002,1,YEMar 2002,Queenstown,Holiday / vacation,Canada,,
9481,2002,1,YEMar 2002,Queenstown,Holiday / vacation,China,,
9482,2002,1,YEMar 2002,Queenstown,Holiday / vacation,Germany,,
9483,2002,1,YEMar 2002,Queenstown,Holiday / vacation,Japan,,
9484,2002,1,YEMar 2002,Queenstown,Holiday / vacation,"Korea, Republic of",,
9485,2002,1,YEMar 2002,Queenstown,Holiday / vacation,Rest of Americas,,
9486,2002,1,YEMar 2002,Queenstown,Holiday / vacation,Rest of Asia,,
9487,2002,1,YEMar 2002,Queenstown,Holiday / vacation,Rest of Europe,,
9488,2002,1,YEMar 2002,Queenstown,Holiday / vacation,Rest of Oceania,,
9489,2002,1,YEMar 2002,Queenstown,Holiday / vacation,UK,,
9490,2002,1,YEMar 2002,Queenstown,Holiday / vacation,USA,,
9491,2002,1,YEMar 2002,Queenstown,Other,Africa and Middle East,,
9492,2002,1,YEMar 2002,Queenstown,Other,Australia,,
9493,2002,1,YEMar 2002,Queenstown,Other,Canada,,
9494,2002,1,YEMar 2002,Queenstown,Other,China,,
9495,2002,1,YEMar 2002,Queenstown,Other,Germany,,
9496,2002,1,YEMar 2002,Queenstown,Other,Japan,,
9497,2002,1,YEMar 2002,Queenstown,Other,"Korea, Republic of",,
9498,2002,1,YEMar 2002,Queenstown,Other,Rest of Americas,,
9499,2002,1,YEMar 2002,Queenstown,Other,Rest of Asia,,
9500,2002,1,YEMar 2002,Queenstown,Other,Rest of Europe,,
9501,2002,1,YEMar 2002,Queenstown,Other,Rest of Oceania,,
9502,2002,1,YEMar 2002,Queenstown,Other,UK,,
9503,2002,1,YEMar 2002,Queenstown,Other,USA,,
9504,2002,1,YEMar 2002,Queenstown,Visiting friends / relatives,Africa and Middle East,,
9505,2002,1,YEMar 2002,Queenstown,Visiting friends / relatives,Australia,,
9506,2002,1,YEMar 2002,Queenstown,Visiting friends / relatives,Canada,,
9507,2002,1,YEMar 2002,Queenstown,Visiting friends / relatives,China,,
9508,2002,1,YEMar 2002,Queenstown,Visiting friends / relatives,Germany,,
9509,2002,1,YEMar 2002,Queenstown,Visiting friends / relatives,Japan,,
9510,2002,1,YEMar 2002,Queenstown,Visiting friends / relatives,"Korea, Republic of",,
9511,2002,1,YEMar 2002,Queenstown,Visiting friends / relatives,Rest of Americas,,
9512,2002,1,YEMar 2002,Queenstown,Visiting friends / relatives,Rest of Asia,,
9513,2002,1,YEMar 2002,Queenstown,Visiting friends / relatives,Rest of Europe,,
9514,2002,1,YEMar 2002,Queenstown,Visiting friends / relatives,Rest of Oceania,,
9515,2002,1,YEMar 2002,Queenstown,Visiting friends / relatives,UK,,
9516,2002,1,YEMar 2002,Queenstown,Visiting friends / relatives,USA,,
9517,2002,1,YEMar 2002,Wellington,Business,Africa and Middle East,,
9518,2002,1,YEMar 2002,Wellington,Business,Australia,42468513.58,23969
9519,2002,1,YEMar 2002,Wellington,Business,Canada,2442881.19,256
9520,2002,1,YEMar 2002,Wellington,Business,China,,
9521,2002,1,YEMar 2002,Wellington,Business,Germany,,
9522,2002,1,YEMar 2002,Wellington,Business,Japan,421030.07,312
9523,2002,1,YEMar 2002,Wellington,Business,"Korea, Republic of",,
9524,2002,1,YEMar 2002,Wellington,Business,Rest of Americas,,
9525,2002,1,YEMar 2002,Wellington,Business,Rest of Asia,2621234.17,1519
9526,2002,1,YEMar 2002,Wellington,Business,Rest of Europe,2389289.06,1085
9527,2002,1,YEMar 2002,Wellington,Business,Rest of Oceania,,
9528,2002,1,YEMar 2002,Wellington,Business,UK,2162526.73,854
9529,2002,1,YEMar 2002,Wellington,Business,USA,4153135.73,807
9530,2002,1,YEMar 2002,Wellington,Holiday / vacation,Africa and Middle East,5334294.13,1294
9531,2002,1,YEMar 2002,Wellington,Holiday / vacation,Australia,41894164.91,19209
9532,2002,1,YEMar 2002,Wellington,Holiday / vacation,Canada,750983.44,256
9533,2002,1,YEMar 2002,Wellington,Holiday / vacation,China,,
9534,2002,1,YEMar 2002,Wellington,Holiday / vacation,Germany,,
9535,2002,1,YEMar 2002,Wellington,Holiday / vacation,Japan,819060.71,625
9536,2002,1,YEMar 2002,Wellington,Holiday / vacation,"Korea, Republic of",,
9537,2002,1,YEMar 2002,Wellington,Holiday / vacation,Rest of Americas,,
9538,2002,1,YEMar 2002,Wellington,Holiday / vacation,Rest of Asia,,
9539,2002,1,YEMar 2002,Wellington,Holiday / vacation,Rest of Europe,3448848.42,818
9540,2002,1,YEMar 2002,Wellington,Holiday / vacation,Rest of Oceania,,
9541,2002,1,YEMar 2002,Wellington,Holiday / vacation,UK,5143546.09,1299
9542,2002,1,YEMar 2002,Wellington,Holiday / vacation,USA,781644.99,266
9543,2002,1,YEMar 2002,Wellington,Other,Africa and Middle East,3530674.23,887
9544,2002,1,YEMar 2002,Wellington,Other,Australia,9927137.89,4985
9545,2002,1,YEMar 2002,Wellington,Other,Canada,,
9546,2002,1,YEMar 2002,Wellington,Other,China,778971.94,237
9547,2002,1,YEMar 2002,Wellington,Other,Germany,,
9548,2002,1,YEMar 2002,Wellington,Other,Japan,,
9549,2002,1,YEMar 2002,Wellington,Other,"Korea, Republic of",,
9550,2002,1,YEMar 2002,Wellington,Other,Rest of Americas,,
9551,2002,1,YEMar 2002,Wellington,Other,Rest of Asia,759882.77,210
9552,2002,1,YEMar 2002,Wellington,Other,Rest of Europe,2694269.45,331
9553,2002,1,YEMar 2002,Wellington,Other,Rest of Oceania,,
9554,2002,1,YEMar 2002,Wellington,Other,UK,745712.56,310
9555,2002,1,YEMar 2002,Wellington,Other,USA,958892.79,333
9556,2002,1,YEMar 2002,Wellington,Visiting friends / relatives,Africa and Middle East,4979519.02,917
9557,2002,1,YEMar 2002,Wellington,Visiting friends / relatives,Australia,50021526.38,29363
9558,2002,1,YEMar 2002,Wellington,Visiting friends / relatives,Canada,,
9559,2002,1,YEMar 2002,Wellington,Visiting friends / relatives,China,,
9560,2002,1,YEMar 2002,Wellington,Visiting friends / relatives,Germany,,
9561,2002,1,YEMar 2002,Wellington,Visiting friends / relatives,Japan,89492.37,238
9562,2002,1,YEMar 2002,Wellington,Visiting friends / relatives,"Korea, Republic of",,
9563,2002,1,YEMar 2002,Wellington,Visiting friends / relatives,Rest of Americas,,
9564,2002,1,YEMar 2002,Wellington,Visiting friends / relatives,Rest of Asia,2830342.81,921
9565,2002,1,YEMar 2002,Wellington,Visiting friends / relatives,Rest of Europe,199222.9,215
9566,2002,1,YEMar 2002,Wellington,Visiting friends / relatives,Rest of Oceania,83254.72,444
9567,2002,1,YEMar 2002,Wellington,Visiting friends / relatives,UK,7601146.66,2621
9568,2002,1,YEMar 2002,Wellington,Visiting friends / relatives,USA,1897066.75,532
9569,2003,1,YEMar 2003,Auckland,Business,Africa and Middle East,7300305.38,1947
9570,2003,1,YEMar 2003,Auckland,Business,Australia,141666092.7,92153
9571,2003,1,YEMar 2003,Auckland,Business,Canada,8560547.85,1856
9572,2003,1,YEMar 2003,Auckland,Business,China,53759248.64,15334
9573,2003,1,YEMar 2003,Auckland,Business,Germany,9409070.56,3119
9574,2003,1,YEMar 2003,Auckland,Business,Japan,29386476.45,7727
9575,2003,1,YEMar 2003,Auckland,Business,"Korea, Republic of",11146084.03,4593
9576,2003,1,YEMar 2003,Auckland,Business,Rest of Americas,10252415.24,2693
9577,2003,1,YEMar 2003,Auckland,Business,Rest of Asia,59250155.31,14777
9578,2003,1,YEMar 2003,Auckland,Business,Rest of Europe,30773596.59,9900
9579,2003,1,YEMar 2003,Auckland,Business,Rest of Oceania,61471661.67,9663
9580,2003,1,YEMar 2003,Auckland,Business,UK,50553815.43,6865
9581,2003,1,YEMar 2003,Auckland,Business,USA,81557706.63,17629
9582,2003,1,YEMar 2003,Auckland,Holiday / vacation,Africa and Middle East,55456633.99,16598
9583,2003,1,YEMar 2003,Auckland,Holiday / vacation,Australia,340459774.9,125554
9584,2003,1,YEMar 2003,Auckland,Holiday / vacation,Canada,81941817.2,17821
9585,2003,1,YEMar 2003,Auckland,Holiday / vacation,China,116388855,29901
9586,2003,1,YEMar 2003,Auckland,Holiday / vacation,Germany,151723879.3,27297
9587,2003,1,YEMar 2003,Auckland,Holiday / vacation,Japan,480992086.1,122314
9588,2003,1,YEMar 2003,Auckland,Holiday / vacation,"Korea, Republic of",157212624.8,50716
9589,2003,1,YEMar 2003,Auckland,Holiday / vacation,Rest of Americas,40647656.57,12121
9590,2003,1,YEMar 2003,Auckland,Holiday / vacation,Rest of Asia,323607716.7,81105
9591,2003,1,YEMar 2003,Auckland,Holiday / vacation,Rest of Europe,233235438.4,55311
9592,2003,1,YEMar 2003,Auckland,Holiday / vacation,Rest of Oceania,135049772.1,37162
9593,2003,1,YEMar 2003,Auckland,Holiday / vacation,UK,482029156.5,103221
9594,2003,1,YEMar 2003,Auckland,Holiday / vacation,USA,478451000.9,97925
9595,2003,1,YEMar 2003,Auckland,Other,Africa and Middle East,8913765.22,1385
9596,2003,1,YEMar 2003,Auckland,Other,Australia,41476744.53,20846
9597,2003,1,YEMar 2003,Auckland,Other,Canada,1761655.38,1820
9598,2003,1,YEMar 2003,Auckland,Other,China,88328499.27,5858
9599,2003,1,YEMar 2003,Auckland,Other,Germany,4536136.61,1416
9600,2003,1,YEMar 2003,Auckland,Other,Japan,60030524.95,8471
9601,2003,1,YEMar 2003,Auckland,Other,"Korea, Republic of",20734625.92,7417
9602,2003,1,YEMar 2003,Auckland,Other,Rest of Americas,706662.27,612
9603,2003,1,YEMar 2003,Auckland,Other,Rest of Asia,58099328.41,12504
9604,2003,1,YEMar 2003,Auckland,Other,Rest of Europe,22460417.95,3686
9605,2003,1,YEMar 2003,Auckland,Other,Rest of Oceania,70750600.85,20772
9606,2003,1,YEMar 2003,Auckland,Other,UK,47272350.01,8052
9607,2003,1,YEMar 2003,Auckland,Other,USA,24006200.25,4720
9608,2003,1,YEMar 2003,Auckland,Visiting friends / relatives,Africa and Middle East,61536348.66,12508
9609,2003,1,YEMar 2003,Auckland,Visiting friends / relatives,Australia,210442929.4,100913
