Pkey,Year,Quarter,Year ending,Airport of departure,Purpose of visit,Country of permanent residence,Total visitor spend,Total visitors
9610,2003,1,YEMar 2003,Auckland,Visiting friends / relatives,Canada,20800755.49,7305
9611,2003,1,YEMar 2003,Auckland,Visiting friends / relatives,China,47146297.3,7085
9612,2003,1,YEMar 2003,Auckland,Visiting friends / relatives,Germany,7418009.51,1839
9613,2003,1,YEMar 2003,Auckland,Visiting friends / relatives,Japan,23071319.23,8660
9614,2003,1,YEMar 2003,Auckland,Visiting friends / relatives,"Korea, Republic of",32508331.53,8427
9615,2003,1,YEMar 2003,Auckland,Visiting friends / relatives,Rest of Americas,18322051.9,3929
9616,2003,1,YEMar 2003,Auckland,Visiting friends / relatives,Rest of Asia,171924726,32862
9617,2003,1,YEMar 2003,Auckland,Visiting friends / relatives,Rest of Europe,136945500.2,14589
9618,2003,1,YEMar 2003,Auckland,Visiting friends / relatives,Rest of Oceania,62759499.48,18177
9619,2003,1,YEMar 2003,Auckland,Visiting friends / relatives,UK,336438767.2,57010
9620,2003,1,YEMar 2003,Auckland,Visiting friends / relatives,USA,99529979.47,22182
9621,2003,1,YEMar 2003,Christchurch,Business,Africa and Middle East,,
9622,2003,1,YEMar 2003,Christchurch,Business,Australia,32642117.2,13823
9623,2003,1,YEMar 2003,Christchurch,Business,Canada,,
9624,2003,1,YEMar 2003,Christchurch,Business,China,3483885.95,1168
9625,2003,1,YEMar 2003,Christchurch,Business,Germany,,
9626,2003,1,YEMar 2003,Christchurch,Business,Japan,,
9627,2003,1,YEMar 2003,Christchurch,Business,"Korea, Republic of",,
9628,2003,1,YEMar 2003,Christchurch,Business,Rest of Americas,,
9629,2003,1,YEMar 2003,Christchurch,Business,Rest of Asia,893556.95,483
9630,2003,1,YEMar 2003,Christchurch,Business,Rest of Europe,6079029.42,1416
9631,2003,1,YEMar 2003,Christchurch,Business,Rest of Oceania,,
9632,2003,1,YEMar 2003,Christchurch,Business,UK,3130717.03,733
9633,2003,1,YEMar 2003,Christchurch,Business,USA,4276399.93,2081
9634,2003,1,YEMar 2003,Christchurch,Holiday / vacation,Africa and Middle East,23549418.75,5948
9635,2003,1,YEMar 2003,Christchurch,Holiday / vacation,Australia,290963409.8,97735
9636,2003,1,YEMar 2003,Christchurch,Holiday / vacation,Canada,36566157.26,6806
9637,2003,1,YEMar 2003,Christchurch,Holiday / vacation,China,14750592.79,1529
9638,2003,1,YEMar 2003,Christchurch,Holiday / vacation,Germany,45057867.24,10817
9639,2003,1,YEMar 2003,Christchurch,Holiday / vacation,Japan,59265245.57,8210
9640,2003,1,YEMar 2003,Christchurch,Holiday / vacation,"Korea, Republic of",49127913.05,11828
9641,2003,1,YEMar 2003,Christchurch,Holiday / vacation,Rest of Americas,17045218.07,4859
9642,2003,1,YEMar 2003,Christchurch,Holiday / vacation,Rest of Asia,50741678.61,13720
9643,2003,1,YEMar 2003,Christchurch,Holiday / vacation,Rest of Europe,154265233.4,30808
9644,2003,1,YEMar 2003,Christchurch,Holiday / vacation,Rest of Oceania,2282973.81,911
9645,2003,1,YEMar 2003,Christchurch,Holiday / vacation,UK,179232749,36349
9646,2003,1,YEMar 2003,Christchurch,Holiday / vacation,USA,126875156.2,32663
9647,2003,1,YEMar 2003,Christchurch,Other,Africa and Middle East,,
9648,2003,1,YEMar 2003,Christchurch,Other,Australia,29955918.44,10860
9649,2003,1,YEMar 2003,Christchurch,Other,Canada,2388283.93,393
9650,2003,1,YEMar 2003,Christchurch,Other,China,488648.95,276
9651,2003,1,YEMar 2003,Christchurch,Other,Germany,4389047.3,987
9652,2003,1,YEMar 2003,Christchurch,Other,Japan,,
9653,2003,1,YEMar 2003,Christchurch,Other,"Korea, Republic of",,
9654,2003,1,YEMar 2003,Christchurch,Other,Rest of Americas,,
9655,2003,1,YEMar 2003,Christchurch,Other,Rest of Asia,1791654.57,355
9656,2003,1,YEMar 2003,Christchurch,Other,Rest of Europe,3472205.83,1881
9657,2003,1,YEMar 2003,Christchurch,Other,Rest of Oceania,,
9658,2003,1,YEMar 2003,Christchurch,Other,UK,1726432.97,564
9659,2003,1,YEMar 2003,Christchurch,Other,USA,5236916.2,885
9660,2003,1,YEMar 2003,Christchurch,Visiting friends / relatives,Africa and Middle East,2526512.39,612
9661,2003,1,YEMar 2003,Christchurch,Visiting friends / relatives,Australia,68155953.49,29234
9662,2003,1,YEMar 2003,Christchurch,Visiting friends / relatives,Canada,1334528.46,238
9663,2003,1,YEMar 2003,Christchurch,Visiting friends / relatives,China,1593736.3,265
9664,2003,1,YEMar 2003,Christchurch,Visiting friends / relatives,Germany,4208355.11,774
9665,2003,1,YEMar 2003,Christchurch,Visiting friends / relatives,Japan,471257.9,356
9666,2003,1,YEMar 2003,Christchurch,Visiting friends / relatives,"Korea, Republic of",,
9667,2003,1,YEMar 2003,Christchurch,Visiting friends / relatives,Rest of Americas,,
9668,2003,1,YEMar 2003,Christchurch,Visiting friends / relatives,Rest of Asia,8069352.12,1707
9669,2003,1,YEMar 2003,Christchurch,Visiting friends / relatives,Rest of Europe,18170065.62,2984
9670,2003,1,YEMar 2003,Christchurch,Visiting friends / relatives,Rest of Oceania,,
9671,2003,1,YEMar 2003,Christchurch,Visiting friends / relatives,UK,45456974.22,9138
9672,2003,1,YEMar 2003,Christchurch,Visiting friends / relatives,USA,10066351.03,1984
9673,2003,1,YEMar 2003,Queenstown,Business,Africa and Middle East,,
9674,2003,1,YEMar 2003,Queenstown,Business,Australia,,
9675,2003,1,YEMar 2003,Queenstown,Business,Canada,,
9676,2003,1,YEMar 2003,Queenstown,Business,China,,
9677,2003,1,YEMar 2003,Queenstown,Business,Germany,,
9678,2003,1,YEMar 2003,Queenstown,Business,Japan,,
9679,2003,1,YEMar 2003,Queenstown,Business,"Korea, Republic of",,
9680,2003,1,YEMar 2003,Queenstown,Business,Rest of Americas,,
9681,2003,1,YEMar 2003,Queenstown,Business,Rest of Asia,,
9682,2003,1,YEMar 2003,Queenstown,Business,Rest of Europe,,
9683,2003,1,YEMar 2003,Queenstown,Business,Rest of Oceania,,
9684,2003,1,YEMar 2003,Queenstown,Business,UK,,
9685,2003,1,YEMar 2003,Queenstown,Business,USA,,
9686,2003,1,YEMar 2003,Queenstown,Holiday / vacation,Africa and Middle East,,
9687,2003,1,YEMar 2003,Queenstown,Holiday / vacation,Australia,,
9688,2003,1,YEMar 2003,Queenstown,Holiday / vacation,Canada,,
9689,2003,1,YEMar 2003,Queenstown,Holiday / vacation,China,,
9690,2003,1,YEMar 2003,Queenstown,Holiday / vacation,Germany,,
9691,2003,1,YEMar 2003,Queenstown,Holiday / vacation,Japan,,
9692,2003,1,YEMar 2003,Queenstown,Holiday / vacation,"Korea, Republic of",,
9693,2003,1,YEMar 2003,Queenstown,Holiday / vacation,Rest of Americas,,
9694,2003,1,YEMar 2003,Queenstown,Holiday / vacation,Rest of Asia,,
9695,2003,1,YEMar 2003,Queenstown,Holiday / vacation,Rest of Europe,,
9696,2003,1,YEMar 2003,Queenstown,Holiday / vacation,Rest of Oceania,,
9697,2003,1,YEMar 2003,Queenstown,Holiday / vacation,UK,,
9698,2003,1,YEMar 2003,Queenstown,Holiday / vacation,USA,,
9699,2003,1,YEMar 2003,Queenstown,Other,Africa and Middle East,,
9700,2003,1,YEMar 2003,Queenstown,Other,Australia,,
9701,2003,1,YEMar 2003,Queenstown,Other,Canada,,
9702,2003,1,YEMar 2003,Queenstown,Other,China,,
9703,2003,1,YEMar 2003,Queenstown,Other,Germany,,
9704,2003,1,YEMar 2003,Queenstown,Other,Japan,,
9705,2003,1,YEMar 2003,Queenstown,Other,"Korea, Republic of",,
9706,2003,1,YEMar 2003,Queenstown,Other,Rest of Americas,,
9707,2003,1,YEMar 2003,Queenstown,Other,Rest of Asia,,
9708,2003,1,YEMar 2003,Queenstown,Other,Rest of Europe,,
9709,2003,1,YEMar 2003,Queenstown,Other,Rest of Oceania,,
9710,2003,1,YEMar 2003,Queenstown,Other,UK,,
9711,2003,1,YEMar 2003,Queenstown,Other,USA,,
9712,2003,1,YEMar 2003,Queenstown,Visiting friends / relatives,Africa and Middle East,,
9713,2003,1,YEMar 2003,Queenstown,Visiting friends / relatives,Australia,,
9714,2003,1,YEMar 2003,Queenstown,Visiting friends / relatives,Canada,,
9715,2003,1,YEMar 2003,Queenstown,Visiting friends / relatives,China,,
9716,2003,1,YEMar 2003,Queenstown,Visiting friends / relatives,Germany,,
9717,2003,1,YEMar 2003,Queenstown,Visiting friends / relatives,Japan,,
9718,2003,1,YEMar 2003,Queenstown,Visiting friends / relatives,"Korea, Republic of",,
9719,2003,1,YEMar 2003,Queenstown,Visiting friends / relatives,Rest of Americas,,
9720,2003,1,YEMar 2003,Queenstown,Visiting friends / relatives,Rest of Asia,,
9721,2003,1,YEMar 2003,Queenstown,Visiting friends / relatives,Rest of Europe,,
9722,2003,1,YEMar 2003,Queenstown,Visiting friends / relatives,Rest of Oceania,,
9723,2003,1,YEMar 2003,Queenstown,Visiting friends / relatives,UK,,
9724,2003,1,YEMar 2003,Queenstown,Visiting friends / relatives,USA,,
9725,2003,1,YEMar 2003,Wellington,Business,Africa and Middle East,362722.41,82
9726,2003,1,YEMar 2003,Wellington,Business,Australia,36736818.52,21461
9727,2003,1,YEMar 2003,Wellington,Business,Canada,75266.55,154
9728,2003,1,YEMar 2003,Wellington,Business,China,1014209.48,305
9729,2003,1,YEMar 2003,Wellington,Business,Germany,,
9730,2003,1,YEMar 2003,Wellington,Business,Japan,,
9731,2003,1,YEMar 2003,Wellington,Business,"Korea, Republic of",291081.19,129
9732,2003,1,YEMar 2003,Wellington,Business,Rest of Americas,703472.08,516
9733,2003,1,YEMar 2003,Wellington,Business,Rest of Asia,318296.1,443
9734,2003,1,YEMar 2003,Wellington,Business,Rest of Europe,2634162.04,558
9735,2003,1,YEMar 2003,Wellington,Business,Rest of Oceania,751645.32,564
9736,2003,1,YEMar 2003,Wellington,Business,UK,9636906.89,1078
9737,2003,1,YEMar 2003,Wellington,Business,USA,2012356.36,1482
9738,2003,1,YEMar 2003,Wellington,Holiday / vacation,Africa and Middle East,6268808.1,1628
9739,2003,1,YEMar 2003,Wellington,Holiday / vacation,Australia,31201220.26,16154
9740,2003,1,YEMar 2003,Wellington,Holiday / vacation,Canada,2675646.1,382
9741,2003,1,YEMar 2003,Wellington,Holiday / vacation,China,1061132.61,475
9742,2003,1,YEMar 2003,Wellington,Holiday / vacation,Germany,1264874,348
9743,2003,1,YEMar 2003,Wellington,Holiday / vacation,Japan,1305885.15,508
9744,2003,1,YEMar 2003,Wellington,Holiday / vacation,"Korea, Republic of",161174.41,145
9745,2003,1,YEMar 2003,Wellington,Holiday / vacation,Rest of Americas,,
9746,2003,1,YEMar 2003,Wellington,Holiday / vacation,Rest of Asia,90144.37,146
9747,2003,1,YEMar 2003,Wellington,Holiday / vacation,Rest of Europe,8160409.97,2283
9748,2003,1,YEMar 2003,Wellington,Holiday / vacation,Rest of Oceania,,
9749,2003,1,YEMar 2003,Wellington,Holiday / vacation,UK,7521836.76,2376
9750,2003,1,YEMar 2003,Wellington,Holiday / vacation,USA,8920068.29,1757
9751,2003,1,YEMar 2003,Wellington,Other,Africa and Middle East,,
9752,2003,1,YEMar 2003,Wellington,Other,Australia,11116529.15,5785
9753,2003,1,YEMar 2003,Wellington,Other,Canada,,
9754,2003,1,YEMar 2003,Wellington,Other,China,,
9755,2003,1,YEMar 2003,Wellington,Other,Germany,,
9756,2003,1,YEMar 2003,Wellington,Other,Japan,,
9757,2003,1,YEMar 2003,Wellington,Other,"Korea, Republic of",,
9758,2003,1,YEMar 2003,Wellington,Other,Rest of Americas,,
9759,2003,1,YEMar 2003,Wellington,Other,Rest of Asia,1377077.24,374
9760,2003,1,YEMar 2003,Wellington,Other,Rest of Europe,3447226.53,565
9761,2003,1,YEMar 2003,Wellington,Other,Rest of Oceania,1836843.62,423
9762,2003,1,YEMar 2003,Wellington,Other,UK,,
9763,2003,1,YEMar 2003,Wellington,Other,USA,1953115.02,297
9764,2003,1,YEMar 2003,Wellington,Visiting friends / relatives,Africa and Middle East,38095191.04,1163
9765,2003,1,YEMar 2003,Wellington,Visiting friends / relatives,Australia,62997733.26,27060
9766,2003,1,YEMar 2003,Wellington,Visiting friends / relatives,Canada,98591.91,31
9767,2003,1,YEMar 2003,Wellington,Visiting friends / relatives,China,,
9768,2003,1,YEMar 2003,Wellington,Visiting friends / relatives,Germany,291284.44,142
9769,2003,1,YEMar 2003,Wellington,Visiting friends / relatives,Japan,,
9770,2003,1,YEMar 2003,Wellington,Visiting friends / relatives,"Korea, Republic of",,
9771,2003,1,YEMar 2003,Wellington,Visiting friends / relatives,Rest of Americas,,
9772,2003,1,YEMar 2003,Wellington,Visiting friends / relatives,Rest of Asia,3295781.17,597
9773,2003,1,YEMar 2003,Wellington,Visiting friends / relatives,Rest of Europe,485478.61,401
9774,2003,1,YEMar 2003,Wellington,Visiting friends / relatives,Rest of Oceania,,
9775,2003,1,YEMar 2003,Wellington,Visiting friends / relatives,UK,16037978.7,3035
9776,2003,1,YEMar 2003,Wellington,Visiting friends / relatives,USA,3146234.35,1067
9777,2004,1,YEMar 2004,Auckland,Business,Africa and Middle East,3143151.35,1341
9778,2004,1,YEMar 2004,Auckland,Business,Australia,159853248.7,93208
9779,2004,1,YEMar 2004,Auckland,Business,Canada,13568625.59,3409
9780,2004,1,YEMar 2004,Auckland,Business,China,44904399.89,12095
9781,2004,1,YEMar 2004,Auckland,Business,Germany,18400445.46,4283
9782,2004,1,YEMar 2004,Auckland,Business,Japan,20123829.87,5684
9783,2004,1,YEMar 2004,Auckland,Business,"Korea, Republic of",3740325.02,1840
9784,2004,1,YEMar 2004,Auckland,Business,Rest of Americas,2337817.32,699
9785,2004,1,YEMar 2004,Auckland,Business,Rest of Asia,36592867.73,12676
9786,2004,1,YEMar 2004,Auckland,Business,Rest of Europe,35959503.91,8677
9787,2004,1,YEMar 2004,Auckland,Business,Rest of Oceania,24327433.62,9348
9788,2004,1,YEMar 2004,Auckland,Business,UK,33180583.77,7022
9789,2004,1,YEMar 2004,Auckland,Business,USA,52973886.59,16679
9790,2004,1,YEMar 2004,Auckland,Holiday / vacation,Africa and Middle East,53162897.12,13310
9791,2004,1,YEMar 2004,Auckland,Holiday / vacation,Australia,316922693.6,124229
9792,2004,1,YEMar 2004,Auckland,Holiday / vacation,Canada,77048177.22,21512
9793,2004,1,YEMar 2004,Auckland,Holiday / vacation,China,92431095.8,24292
9794,2004,1,YEMar 2004,Auckland,Holiday / vacation,Germany,146270271.7,31425
9795,2004,1,YEMar 2004,Auckland,Holiday / vacation,Japan,403446040,100704
9796,2004,1,YEMar 2004,Auckland,Holiday / vacation,"Korea, Republic of",135995303.3,55155
9797,2004,1,YEMar 2004,Auckland,Holiday / vacation,Rest of Americas,20722684.3,6882
9798,2004,1,YEMar 2004,Auckland,Holiday / vacation,Rest of Asia,222924417.7,61463
9799,2004,1,YEMar 2004,Auckland,Holiday / vacation,Rest of Europe,240235537.3,58154
9800,2004,1,YEMar 2004,Auckland,Holiday / vacation,Rest of Oceania,65047103.68,22497
9801,2004,1,YEMar 2004,Auckland,Holiday / vacation,UK,412013764.1,104138
9802,2004,1,YEMar 2004,Auckland,Holiday / vacation,USA,346179231,102168
9803,2004,1,YEMar 2004,Auckland,Other,Africa and Middle East,35987257.79,6290
9804,2004,1,YEMar 2004,Auckland,Other,Australia,95939042.21,32656
9805,2004,1,YEMar 2004,Auckland,Other,Canada,6396111.46,2416
9806,2004,1,YEMar 2004,Auckland,Other,China,30817131.67,5758
9807,2004,1,YEMar 2004,Auckland,Other,Germany,1610994.52,334
9808,2004,1,YEMar 2004,Auckland,Other,Japan,13529908.81,3987
9809,2004,1,YEMar 2004,Auckland,Other,"Korea, Republic of",41566498.93,4177
9810,2004,1,YEMar 2004,Auckland,Other,Rest of Americas,6380285.32,3153
9811,2004,1,YEMar 2004,Auckland,Other,Rest of Asia,55276858.28,10032
9812,2004,1,YEMar 2004,Auckland,Other,Rest of Europe,31533838.78,6095
9813,2004,1,YEMar 2004,Auckland,Other,Rest of Oceania,43899884.5,25763
9814,2004,1,YEMar 2004,Auckland,Other,UK,70729711.18,7272
9815,2004,1,YEMar 2004,Auckland,Other,USA,26599639.39,12552
9816,2004,1,YEMar 2004,Auckland,Visiting friends / relatives,Africa and Middle East,96465544.64,14272
9817,2004,1,YEMar 2004,Auckland,Visiting friends / relatives,Australia,401983885.1,162257
9818,2004,1,YEMar 2004,Auckland,Visiting friends / relatives,Canada,20049141.37,6491
9819,2004,1,YEMar 2004,Auckland,Visiting friends / relatives,China,46330618.48,8412
9820,2004,1,YEMar 2004,Auckland,Visiting friends / relatives,Germany,32115415.55,4466
9821,2004,1,YEMar 2004,Auckland,Visiting friends / relatives,Japan,61999813.99,10883
9822,2004,1,YEMar 2004,Auckland,Visiting friends / relatives,"Korea, Republic of",111226968.1,15855
9823,2004,1,YEMar 2004,Auckland,Visiting friends / relatives,Rest of Americas,9936786.96,3661
9824,2004,1,YEMar 2004,Auckland,Visiting friends / relatives,Rest of Asia,161173704.1,32161
9825,2004,1,YEMar 2004,Auckland,Visiting friends / relatives,Rest of Europe,78203203.99,18375
9826,2004,1,YEMar 2004,Auckland,Visiting friends / relatives,Rest of Oceania,92181209.77,23153
9827,2004,1,YEMar 2004,Auckland,Visiting friends / relatives,UK,460473592.6,80209
9828,2004,1,YEMar 2004,Auckland,Visiting friends / relatives,USA,135054081.1,33139
9829,2004,1,YEMar 2004,Christchurch,Business,Africa and Middle East,234937.24,70
9830,2004,1,YEMar 2004,Christchurch,Business,Australia,41696052.31,13740
9831,2004,1,YEMar 2004,Christchurch,Business,Canada,,
9832,2004,1,YEMar 2004,Christchurch,Business,China,1591179.93,525
9833,2004,1,YEMar 2004,Christchurch,Business,Germany,1257590.33,556
9834,2004,1,YEMar 2004,Christchurch,Business,Japan,221830.86,199
9835,2004,1,YEMar 2004,Christchurch,Business,"Korea, Republic of",1626571.18,408
9836,2004,1,YEMar 2004,Christchurch,Business,Rest of Americas,,
9837,2004,1,YEMar 2004,Christchurch,Business,Rest of Asia,1684073.68,1083
9838,2004,1,YEMar 2004,Christchurch,Business,Rest of Europe,2414882.55,1009
9839,2004,1,YEMar 2004,Christchurch,Business,Rest of Oceania,,
9840,2004,1,YEMar 2004,Christchurch,Business,UK,4608323.81,520
9841,2004,1,YEMar 2004,Christchurch,Business,USA,1257949.27,282
9842,2004,1,YEMar 2004,Christchurch,Holiday / vacation,Africa and Middle East,25121889.27,5567
9843,2004,1,YEMar 2004,Christchurch,Holiday / vacation,Australia,418873946.7,130396
9844,2004,1,YEMar 2004,Christchurch,Holiday / vacation,Canada,7958129.38,2569
9845,2004,1,YEMar 2004,Christchurch,Holiday / vacation,China,15649619.58,3018
9846,2004,1,YEMar 2004,Christchurch,Holiday / vacation,Germany,40797115.43,10208
9847,2004,1,YEMar 2004,Christchurch,Holiday / vacation,Japan,34144939.67,8833
9848,2004,1,YEMar 2004,Christchurch,Holiday / vacation,"Korea, Republic of",66361071.56,12343
9849,2004,1,YEMar 2004,Christchurch,Holiday / vacation,Rest of Americas,5897765.52,2430
9850,2004,1,YEMar 2004,Christchurch,Holiday / vacation,Rest of Asia,81219064.78,21753
9851,2004,1,YEMar 2004,Christchurch,Holiday / vacation,Rest of Europe,122232797.7,24752
9852,2004,1,YEMar 2004,Christchurch,Holiday / vacation,Rest of Oceania,1134506.69,115
9853,2004,1,YEMar 2004,Christchurch,Holiday / vacation,UK,195121983.4,36338
9854,2004,1,YEMar 2004,Christchurch,Holiday / vacation,USA,68040915.11,17064
9855,2004,1,YEMar 2004,Christchurch,Other,Africa and Middle East,1260301.54,335
9856,2004,1,YEMar 2004,Christchurch,Other,Australia,30382220.88,11219
9857,2004,1,YEMar 2004,Christchurch,Other,Canada,,
9858,2004,1,YEMar 2004,Christchurch,Other,China,419706.2,202
9859,2004,1,YEMar 2004,Christchurch,Other,Germany,,
9860,2004,1,YEMar 2004,Christchurch,Other,Japan,842775.48,195
9861,2004,1,YEMar 2004,Christchurch,Other,"Korea, Republic of",5522758.59,491
9862,2004,1,YEMar 2004,Christchurch,Other,Rest of Americas,,
9863,2004,1,YEMar 2004,Christchurch,Other,Rest of Asia,2611601.08,1130
9864,2004,1,YEMar 2004,Christchurch,Other,Rest of Europe,8708138.83,1951
9865,2004,1,YEMar 2004,Christchurch,Other,Rest of Oceania,205632.33,184
9866,2004,1,YEMar 2004,Christchurch,Other,UK,42863.97,190
9867,2004,1,YEMar 2004,Christchurch,Other,USA,10515601.86,2076
9868,2004,1,YEMar 2004,Christchurch,Visiting friends / relatives,Africa and Middle East,7370901.05,2138
9869,2004,1,YEMar 2004,Christchurch,Visiting friends / relatives,Australia,75524306.59,36583
9870,2004,1,YEMar 2004,Christchurch,Visiting friends / relatives,Canada,172215.15,51
9871,2004,1,YEMar 2004,Christchurch,Visiting friends / relatives,China,1949240.31,289
9872,2004,1,YEMar 2004,Christchurch,Visiting friends / relatives,Germany,7203284.57,897
9873,2004,1,YEMar 2004,Christchurch,Visiting friends / relatives,Japan,2334037.92,829
9874,2004,1,YEMar 2004,Christchurch,Visiting friends / relatives,"Korea, Republic of",30772881.51,1019
